well,neo,plasmid,clone,Sal_conc,Van_conc,TMP_conc,contents,row,column,p3_single_read,p2_single_read,score,twist_name,sort_num,date,is_bad_rep,twist_pdz_number,cript_number,date_neo
G3,Neo,pPDZ-P1-F4,A,0.0,50.0,12.5,0 Sal; 50 Van; 12.5 TMP,G,3,0.0834999999999999,0.4985,0.0515511653032875,psd95pdz3_33,33,2024-07-13,False,33,0,2024-07-13_Neo
H1,Neo,pPDZ-P1-F4,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,H,1,0.1165,0.5735,0.0719246797345269,psd95pdz3_33,33,2024-07-13,False,33,0,2024-07-13_Neo
H2,Neo,pPDZ-P1-F4,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,H,2,0.1345,0.5365,0.0830375057879302,psd95pdz3_33,33,2024-07-13,False,33,0,2024-07-13_Neo
H3,Neo,pPDZ-P1-F4,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,H,3,0.1304999999999999,0.5005000000000001,0.0805679888871739,psd95pdz3_33,33,2024-07-13,False,33,0,2024-07-13_Neo
C9,Neo,pPDZ-P1-F4,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,9,1.9545,0.5775,1.3003992015968062,psd95pdz3_33,33,2024-08-07,False,33,0,2024-08-07_Neo
D9,Neo,pPDZ-P1-F4,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,9,0.1175,0.4785,0.0781769793745841,psd95pdz3_33,33,2024-08-07,False,33,0,2024-08-07_Neo
A4,Neo,pPDZ-P1-G4,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,A,4,0.1055,0.5615,0.0651335082574471,psd95pdz3_34,34,2024-07-13,True,34,0,2024-07-13_Neo
A5,Neo,pPDZ-P1-G4,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,A,5,1.196,0.528,0.7383855533261305,psd95pdz3_34,34,2024-07-13,True,34,0,2024-07-13_Neo
A6,Neo,pPDZ-P1-G4,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,A,6,1.1935,0.5455,0.7368421052631579,psd95pdz3_34,34,2024-07-13,True,34,0,2024-07-13_Neo
B4,Neo,pPDZ-P1-G4,A,0.0,0.0,0.0,0 Sal; 0 Van; 0.0 TMP,B,4,1.91875,0.54675,1.1845963883315327,psd95pdz3_34,34,2024-07-13,True,34,0,2024-07-13_Neo
B5,Neo,pPDZ-P1-G4,A,0.0,0.0,12.5,0 Sal; 0 Van; 12.5 TMP,B,5,0.10425,0.58825,0.0643617842259608,psd95pdz3_34,34,2024-07-13,True,34,0,2024-07-13_Neo
B6,Neo,pPDZ-P1-G4,A,0.0,50.0,12.5,0 Sal; 50 Van; 12.5 TMP,B,6,0.1152499999999999,0.55325,0.0711529557030405,psd95pdz3_34,34,2024-07-13,True,34,0,2024-07-13_Neo
A9,Neo,pPDZ-P1-G4,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,9,1.955,0.5609999999999999,1.2727864583333333,psd95pdz3_34,34,2024-08-16,False,34,0,2024-08-16_Neo
B9,Neo,pPDZ-P1-G4,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,9,1.58225,0.5102500000000001,1.0301106770833333,psd95pdz3_34,34,2024-08-16,False,34,0,2024-08-16_Neo
C7,Neo2,pPDZ-P1-G4,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,7,1.9555,0.5065000000000001,1.340761055879328,psd95pdz3_34,34,2024-11-07,False,34,0,2024-11-07_Neo2
C8,Neo2,pPDZ-P1-G4,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,C,8,0.09,0.506,0.0617072334590332,psd95pdz3_34,34,2024-11-07,False,34,0,2024-11-07_Neo2
C9,Neo2,pPDZ-P1-G4,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,C,9,0.0865,0.4735,0.0593075077134041,psd95pdz3_34,34,2024-11-07,False,34,0,2024-11-07_Neo2
D7,Neo2,pPDZ-P1-G4,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,D,7,0.093,0.49,0.063764141241001,psd95pdz3_34,34,2024-11-07,False,34,0,2024-11-07_Neo2
D8,Neo2,pPDZ-P1-G4,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,8,1.545,0.442,1.0593075077134042,psd95pdz3_34,34,2024-11-07,False,34,0,2024-11-07_Neo2
D9,Neo2,pPDZ-P1-G4,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,9,1.527,0.463,1.0469660610215976,psd95pdz3_34,34,2024-11-07,False,34,0,2024-11-07_Neo2
E9,Neo,pPDZ-P1-G4,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,9,1.959,0.5369999999999999,1.303393213572854,psd95pdz3_34,34,2024-08-07,False,34,0,2024-08-07_Neo
F9,Neo,pPDZ-P1-G4,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,1.54325,0.5092500000000001,1.0267797737857618,psd95pdz3_34,34,2024-08-07,False,34,0,2024-08-07_Neo
C9,Neo,pPDZ-P1-G4,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,9,1.9715,0.5665,1.2835286458333333,psd95pdz3_34,34,2024-08-16,False,34,0,2024-08-16_Neo
D9,Neo,pPDZ-P1-G4,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,9,1.6085,0.4635,1.0472005208333333,psd95pdz3_34,34,2024-08-16,False,34,0,2024-08-16_Neo
A11,Neo,pPDZ-P1-G4,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,11,1.97475,0.61175,1.313872255489022,psd95pdz3_34,34,2024-08-07,False,34,0,2024-08-07_Neo
B11,Neo,pPDZ-P1-G4,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,11,1.5525,0.5135000000000001,1.0329341317365268,psd95pdz3_34,34,2024-08-07,False,34,0,2024-08-07_Neo
E9,Neo,pPDZ-P1-G4,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,9,1.962,0.5289999999999999,1.27734375,psd95pdz3_34,34,2024-08-16,False,34,0,2024-08-16_Neo
F9,Neo,pPDZ-P1-G4,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,1.5992499999999998,0.48925,1.0411783854166663,psd95pdz3_34,34,2024-08-16,False,34,0,2024-08-16_Neo
C1,Neo,pPDZ-P3-A2,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,1,1.88875,0.5207499999999999,1.3068673239923891,psd95pdz3_34_15,3415,2024-11-07,False,34,15,2024-11-07_Neo
C2,Neo,pPDZ-P3-A2,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,C,2,0.09525,0.48725,0.065905552672548,psd95pdz3_34_15,3415,2024-11-07,False,34,15,2024-11-07_Neo
C3,Neo,pPDZ-P3-A2,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,C,3,0.09775,0.46875,0.0676353572046359,psd95pdz3_34_15,3415,2024-11-07,False,34,15,2024-11-07_Neo
D1,Neo,pPDZ-P3-A2,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,D,1,0.0995,0.4815,0.0688462203770974,psd95pdz3_34_15,3415,2024-11-07,False,34,15,2024-11-07_Neo
D2,Neo,pPDZ-P3-A2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,2,1.54775,0.4217499999999999,1.070921985815603,psd95pdz3_34_15,3415,2024-11-07,False,34,15,2024-11-07_Neo
D3,Neo,pPDZ-P3-A2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,3,1.5395,0.4315,1.0652136308597129,psd95pdz3_34_15,3415,2024-11-07,False,34,15,2024-11-07_Neo
A3,Neo,pPDZ-P3-A2,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,3,1.9165,0.5955,1.2853789403085178,psd95pdz3_34_15,3415,2024-11-15,False,34,15,2024-11-15_Neo
B3,Neo,pPDZ-P3-A2,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,3,1.58825,0.5032500000000001,1.0652246814218644,psd95pdz3_34_15,3415,2024-11-15,False,34,15,2024-11-15_Neo
C10,Neo,pPDZ-P3-E3,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,C,10,0.0967499999999999,0.49175,0.0669434353918007,psd95pdz3_34_18,3418,2024-11-07,False,34,18,2024-11-07_Neo
C11,Neo,pPDZ-P3-E3,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,11,0.6412500000000001,0.45825,0.4436948624805398,psd95pdz3_34_18,3418,2024-11-07,False,34,18,2024-11-07_Neo
C12,Neo,pPDZ-P3-E3,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,12,0.5875,0.4145,0.4065040650406504,psd95pdz3_34_18,3418,2024-11-07,False,34,18,2024-11-07_Neo
D10,Neo,pPDZ-P3-E3,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,10,1.87125,0.48625,1.2947586922677738,psd95pdz3_34_18,3418,2024-11-07,False,34,18,2024-11-07_Neo
D11,Neo,pPDZ-P3-E3,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,D,11,0.082,0.492,0.0567375886524822,psd95pdz3_34_18,3418,2024-11-07,False,34,18,2024-11-07_Neo
D12,Neo,pPDZ-P3-E3,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,D,12,0.09025,0.45725,0.0624459436083722,psd95pdz3_34_18,3418,2024-11-07,False,34,18,2024-11-07_Neo
A6,Neo,pPDZ-P3-E3,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,6,0.8355,0.5095,0.5603621730382293,psd95pdz3_34_18,3418,2024-11-15,False,34,18,2024-11-15_Neo
B6,Neo,pPDZ-P3-E3,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,6,1.92825,0.55225,1.2932595573440644,psd95pdz3_34_18,3418,2024-11-15,False,34,18,2024-11-15_Neo
C4,Neo,pPDZ-P1-H4,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,C,4,0.108,0.572,0.0666769563204198,psd95pdz3_35,35,2024-07-13,False,35,0,2024-07-13_Neo
C5,Neo,pPDZ-P1-H4,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,C,5,0.181,0.5239999999999999,0.1117456397592221,psd95pdz3_35,35,2024-07-13,False,35,0,2024-07-13_Neo
C6,Neo,pPDZ-P1-H4,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,C,6,0.19625,0.52125,0.1211606729433554,psd95pdz3_35,35,2024-07-13,False,35,0,2024-07-13_Neo
D4,Neo,pPDZ-P1-H4,A,0.0,0.0,0.0,0 Sal; 0 Van; 0.0 TMP,D,4,1.95525,0.5942500000000001,1.2071307300509335,psd95pdz3_35,35,2024-07-13,False,35,0,2024-07-13_Neo
D5,Neo,pPDZ-P1-H4,A,0.0,0.0,12.5,0 Sal; 0 Van; 12.5 TMP,D,5,0.1025,0.5815,0.0632813705818799,psd95pdz3_35,35,2024-07-13,False,35,0,2024-07-13_Neo
D6,Neo,pPDZ-P1-H4,A,0.0,50.0,12.5,0 Sal; 50 Van; 12.5 TMP,D,6,0.0939999999999999,0.488,0.0580336471677727,psd95pdz3_35,35,2024-07-13,False,35,0,2024-07-13_Neo
G9,Neo,pPDZ-P1-H4,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,9,1.84125,0.52825,1.2250499001996007,psd95pdz3_35,35,2024-08-07,False,35,0,2024-08-07_Neo
H9,Neo,pPDZ-P1-H4,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,9,0.27275,0.49575,0.1814703925482368,psd95pdz3_35,35,2024-08-07,False,35,0,2024-08-07_Neo
A1,Neo,pPDZ-P1-A5,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,1,1.9445,0.5505,1.2862576484207044,psd95pdz3_36,36,2024-07-16,False,36,0,2024-07-16_Neo
A2,Neo,pPDZ-P1-A5,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,A,2,0.1125,0.5915,0.0744170663138746,psd95pdz3_36,36,2024-07-16,False,36,0,2024-07-16_Neo
A3,Neo,pPDZ-P1-A5,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,A,3,0.1205,0.5605,0.0797089465850835,psd95pdz3_36,36,2024-07-16,False,36,0,2024-07-16_Neo
B1,Neo,pPDZ-P1-A5,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,B,1,0.1014999999999999,0.5445,0.0671407309409624,psd95pdz3_36,36,2024-07-16,False,36,0,2024-07-16_Neo
B2,Neo,pPDZ-P1-A5,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,2,1.6807500000000002,0.44175,1.1117909707292872,psd95pdz3_36,36,2024-07-16,False,36,0,2024-07-16_Neo
B3,Neo,pPDZ-P1-A5,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,3,1.69425,0.49925,1.120721018686952,psd95pdz3_36,36,2024-07-16,False,36,0,2024-07-16_Neo
G9,Neo,pPDZ-P1-A5,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,9,1.89925,0.53025,1.2364908854166663,psd95pdz3_36,36,2024-08-16,False,36,0,2024-08-16_Neo
H9,Neo,pPDZ-P1-A5,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,9,1.68375,0.47375,1.09619140625,psd95pdz3_36,36,2024-08-16,False,36,0,2024-08-16_Neo
G10,Neo2,pPDZ-P1-A5,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,G,10,0.0845,0.4995,0.0559788009274594,psd95pdz3_36,36,2024-11-09,False,36,0,2024-11-09_Neo2
G11,Neo2,pPDZ-P1-A5,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,11,1.622,0.441,1.0745279894004638,psd95pdz3_36,36,2024-11-09,False,36,0,2024-11-09_Neo2
G12,Neo2,pPDZ-P1-A5,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,12,1.651,0.484,1.093739648890361,psd95pdz3_36,36,2024-11-09,False,36,0,2024-11-09_Neo2
H10,Neo2,pPDZ-P1-A5,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,10,1.7945,0.5295,1.188804239814508,psd95pdz3_36,36,2024-11-09,False,36,0,2024-11-09_Neo2
H11,Neo2,pPDZ-P1-A5,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,H,11,0.0925,0.5335,0.0612785690626035,psd95pdz3_36,36,2024-11-09,False,36,0,2024-11-09_Neo2
H12,Neo2,pPDZ-P1-A5,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,H,12,0.091,0.487,0.060284862537264,psd95pdz3_36,36,2024-11-09,False,36,0,2024-11-09_Neo2
A10,Neo,pPDZ-P1-A5,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,10,0.47775,0.50775,0.3178642714570858,psd95pdz3_36,36,2024-08-07,True,36,0,2024-08-07_Neo
B10,Neo,pPDZ-P1-A5,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,10,1.935,0.565,1.2874251497005988,psd95pdz3_36,36,2024-08-07,True,36,0,2024-08-07_Neo
A10,Neo,pPDZ-P1-A5,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,10,1.69175,0.50375,1.1013997395833333,psd95pdz3_36,36,2024-08-16,False,36,0,2024-08-16_Neo
B10,Neo,pPDZ-P1-A5,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,10,1.957,0.5509999999999999,1.2740885416666667,psd95pdz3_36,36,2024-08-16,False,36,0,2024-08-16_Neo
C11,Neo,pPDZ-P1-A5,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,11,1.92125,0.58125,1.2782767797737855,psd95pdz3_36,36,2024-08-07,True,36,0,2024-08-07_Neo
D11,Neo,pPDZ-P1-A5,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,11,1.695,0.51,1.127744510978044,psd95pdz3_36,36,2024-08-07,True,36,0,2024-08-07_Neo
C10,Neo,pPDZ-P1-A5,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,10,1.66275,0.49375,1.08251953125,psd95pdz3_36,36,2024-08-16,False,36,0,2024-08-16_Neo
D10,Neo,pPDZ-P1-A5,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,10,1.91825,0.59025,1.2488606770833333,psd95pdz3_36,36,2024-08-16,False,36,0,2024-08-16_Neo
A1,Neo2,pPDZ-P4-A1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,1,1.937,0.569,1.2832063597217622,psd95pdz3_36_15,3615,2024-11-09,False,36,15,2024-11-09_Neo2
A2,Neo2,pPDZ-P4-A1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,A,2,0.0945,0.5485,0.0626035110963895,psd95pdz3_36_15,3615,2024-11-09,False,36,15,2024-11-09_Neo2
A3,Neo2,pPDZ-P4-A1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,A,3,0.1055,0.5205,0.0698906922822126,psd95pdz3_36_15,3615,2024-11-09,False,36,15,2024-11-09_Neo2
B1,Neo2,pPDZ-P4-A1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,B,1,0.0974999999999999,0.5325,0.0645909241470685,psd95pdz3_36_15,3615,2024-11-09,False,36,15,2024-11-09_Neo2
B2,Neo2,pPDZ-P4-A1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,2,1.6795,0.4945,1.112620072871812,psd95pdz3_36_15,3615,2024-11-09,False,36,15,2024-11-09_Neo2
B3,Neo2,pPDZ-P4-A1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,3,1.655,0.475,1.096389532957933,psd95pdz3_36_15,3615,2024-11-09,False,36,15,2024-11-09_Neo2
C9,Neo,pPDZ-P4-A1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,9,1.9305,0.5465,1.29476861167002,psd95pdz3_36_15,3615,2024-11-15,False,36,15,2024-11-15_Neo
D9,Neo,pPDZ-P4-A1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,9,1.7215,0.4955,1.1545942320590208,psd95pdz3_36_15,3615,2024-11-15,False,36,15,2024-11-15_Neo
G10,Neo,pPDZ-P3-F3,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,G,10,0.09175,0.5277499999999999,0.0623195788758702,psd95pdz3_36_18,3618,2024-11-09,False,36,18,2024-11-09_Neo
G11,Neo,pPDZ-P3-F3,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,11,1.10675,0.48275,0.7517405331974869,psd95pdz3_36_18,3618,2024-11-09,False,36,18,2024-11-09_Neo
G12,Neo,pPDZ-P3-F3,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,12,1.146,0.469,0.7784004075394804,psd95pdz3_36_18,3618,2024-11-09,False,36,18,2024-11-09_Neo
H10,Neo,pPDZ-P3-F3,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,10,1.91675,0.56075,1.3019188317201564,psd95pdz3_36_18,3618,2024-11-09,False,36,18,2024-11-09_Neo
H11,Neo,pPDZ-P3-F3,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,H,11,0.0929999999999999,0.5429999999999999,0.0631686194600101,psd95pdz3_36_18,3618,2024-11-09,False,36,18,2024-11-09_Neo
H12,Neo,pPDZ-P3-F3,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,H,12,0.08375,0.49575,0.0568857191373747,psd95pdz3_36_18,3618,2024-11-09,False,36,18,2024-11-09_Neo
C6,Neo,pPDZ-P3-F3,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,6,1.20025,0.43925,0.8049966465459423,psd95pdz3_36_18,3618,2024-11-15,False,36,18,2024-11-15_Neo
D6,Neo,pPDZ-P3-F3,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,6,1.949,0.5439999999999999,1.3071763916834338,psd95pdz3_36_18,3618,2024-11-15,False,36,18,2024-11-15_Neo
E7,Neo,pPDZ-P1-B5,A,0.0,0.0,0.0,0 Sal; 0 Van; 0.0 TMP,E,7,1.9905,0.5505,1.2288933477388486,psd95pdz3_37,37,2024-07-13,False,37,0,2024-07-13_Neo
E8,Neo,pPDZ-P1-B5,A,0.0,0.0,12.5,0 Sal; 0 Van; 12.5 TMP,E,8,0.096,0.575,0.0592684056181509,psd95pdz3_37,37,2024-07-13,False,37,0,2024-07-13_Neo
E9,Neo,pPDZ-P1-B5,A,0.0,50.0,12.5,0 Sal; 50 Van; 12.5 TMP,E,9,0.0969999999999999,0.5489999999999999,0.05988578484334,psd95pdz3_37,37,2024-07-13,False,37,0,2024-07-13_Neo
F7,Neo,pPDZ-P1-B5,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,F,7,0.09175,0.55475,0.0566445439110973,psd95pdz3_37,37,2024-07-13,False,37,0,2024-07-13_Neo
F8,Neo,pPDZ-P1-B5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,F,8,0.124,0.5239999999999999,0.0765550239234449,psd95pdz3_37,37,2024-07-13,False,37,0,2024-07-13_Neo
F9,Neo,pPDZ-P1-B5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,F,9,0.10425,0.5172500000000001,0.0643617842259608,psd95pdz3_37,37,2024-07-13,False,37,0,2024-07-13_Neo
C10,Neo,pPDZ-P1-B5,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,10,0.1277499999999999,0.51475,0.0849966733200265,psd95pdz3_37,37,2024-08-07,False,37,0,2024-08-07_Neo
D10,Neo,pPDZ-P1-B5,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,10,1.92425,0.58025,1.2802727877578175,psd95pdz3_37,37,2024-08-07,False,37,0,2024-08-07_Neo
G7,Neo,pPDZ-P1-C5,A,0.0,0.0,0.0,0 Sal; 0 Van; 0.0 TMP,G,7,1.9735,0.5825,1.2183979009106345,psd95pdz3_38,38,2024-07-13,False,38,0,2024-07-13_Neo
G8,Neo,pPDZ-P1-C5,A,0.0,0.0,12.5,0 Sal; 0 Van; 12.5 TMP,G,8,0.0982499999999999,0.57325,0.0606575088748263,psd95pdz3_38,38,2024-07-13,False,38,0,2024-07-13_Neo
G9,Neo,pPDZ-P1-C5,A,0.0,50.0,12.5,0 Sal; 50 Van; 12.5 TMP,G,9,0.08025,0.49125,0.049544682821423,psd95pdz3_38,38,2024-07-13,False,38,0,2024-07-13_Neo
H7,Neo,pPDZ-P1-C5,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,H,7,0.0985,0.5225,0.0608118536811236,psd95pdz3_38,38,2024-07-13,False,38,0,2024-07-13_Neo
H8,Neo,pPDZ-P1-C5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,H,8,0.118,0.506,0.0728507485723105,psd95pdz3_38,38,2024-07-13,False,38,0,2024-07-13_Neo
H9,Neo,pPDZ-P1-C5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,H,9,0.12375,0.49175,0.0764006791171477,psd95pdz3_38,38,2024-07-13,False,38,0,2024-07-13_Neo
E10,Neo,pPDZ-P1-C5,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,10,0.1185,0.5265,0.0788423153692614,psd95pdz3_38,38,2024-08-07,False,38,0,2024-08-07_Neo
F10,Neo,pPDZ-P1-C5,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,10,1.898,0.5379999999999999,1.2628077178975383,psd95pdz3_38,38,2024-08-07,False,38,0,2024-08-07_Neo
A10,Neo,pPDZ-P1-D5,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,A,10,0.10875,0.58975,0.0671399907393116,psd95pdz3_39,39,2024-07-13,False,39,0,2024-07-13_Neo
A11,Neo,pPDZ-P1-D5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,A,11,0.11475,0.53975,0.070844266090446,psd95pdz3_39,39,2024-07-13,False,39,0,2024-07-13_Neo
A12,Neo,pPDZ-P1-D5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,A,12,0.116,0.5479999999999999,0.0716159901219324,psd95pdz3_39,39,2024-07-13,False,39,0,2024-07-13_Neo
B10,Neo,pPDZ-P1-D5,A,0.0,0.0,0.0,0 Sal; 0 Van; 0.0 TMP,B,10,1.87,0.563,1.1544991511035654,psd95pdz3_39,39,2024-07-13,False,39,0,2024-07-13_Neo
B11,Neo,pPDZ-P1-D5,A,0.0,0.0,12.5,0 Sal; 0 Van; 12.5 TMP,B,11,0.0954999999999999,0.6045,0.0589597160055564,psd95pdz3_39,39,2024-07-13,False,39,0,2024-07-13_Neo
B12,Neo,pPDZ-P1-D5,A,0.0,50.0,12.5,0 Sal; 50 Van; 12.5 TMP,B,12,0.0945,0.5435,0.0583423367803673,psd95pdz3_39,39,2024-07-13,False,39,0,2024-07-13_Neo
G10,Neo,pPDZ-P1-D5,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,10,0.11875,0.51475,0.0790086493679308,psd95pdz3_39,39,2024-08-07,False,39,0,2024-08-07_Neo
H10,Neo,pPDZ-P1-D5,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,10,1.88375,0.57675,1.2533266799733864,psd95pdz3_39,39,2024-08-07,False,39,0,2024-08-07_Neo
C10,Neo,pPDZ-P1-E5,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,C,10,0.11075,0.53875,0.0683747491896897,psd95pdz3_40,40,2024-07-13,False,40,0,2024-07-13_Neo
C11,Neo,pPDZ-P1-E5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,C,11,0.1952499999999999,0.53125,0.1205432937181663,psd95pdz3_40,40,2024-07-13,False,40,0,2024-07-13_Neo
C12,Neo,pPDZ-P1-E5,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,C,12,0.2174999999999999,0.5345,0.1342799814786232,psd95pdz3_40,40,2024-07-13,False,40,0,2024-07-13_Neo
D10,Neo,pPDZ-P1-E5,A,0.0,0.0,0.0,0 Sal; 0 Van; 0.0 TMP,D,10,1.93225,0.52825,1.1929310078715851,psd95pdz3_40,40,2024-07-13,False,40,0,2024-07-13_Neo
