PDZ,PDZ_WT,PDZ_WT,PDZ_WT,Homolog_09,Homolog_09,Homolog_09,Homolog_11,Homolog_11,Homolog_11,Homolog_36,Homolog_36,Homolog_36
2,0.02980174,0.04216453,0.04087044,0.00320383,0.00687428,0.00594054,0.01162418,0.01221622,0.01004315,0.00266607,-0.0055745,-0.00399526
2.2,0.03091494,0.03913536,0.03947754,0.00776828,0.00993555,0.00380963,0.01236434,0.01345514,0.00706468,0.00043912,-0.00219473,-0.00287919
2.4,0.02768467,0.04224744,0.04310093,0.01018902,0.00494387,0.00460389,0.00855181,0.0129578,0.0077458,0.00315083,-0.00223172,-0.005144
2.6,0.03138701,0.03749122,0.04204375,0.01089742,0.00822901,0.00285445,0.01330484,0.00861026,0.007353,0.00084757,-0.00148977,-0.00203547
2.8,0.03027571,0.0398561,0.03887612,0.00513839,0.01131837,0.01020644,0.01076541,0.01468781,0.01183487,-0.00101249,0.00064559,-0.00511824
3,0.0316845,0.03766265,0.03992114,0.0088006,0.00693422,0.00488866,0.01234961,0.01287363,0.01110522,0.00206121,-0.00085153,-0.00512094
3.2,0.0316794,0.04099806,0.04224042,0.01028606,0.00956119,0.00527335,0.0181252,0.01164628,0.01132224,0.00479062,-0.00361788,-0.00229803
3.4,0.03011028,0.03541323,0.04051376,0.01124238,0.00824216,0.01023596,0.01697872,0.01472387,0.01367334,0.00241941,-0.00149097,-0.00692494
3.6,0.02777321,0.03953098,0.04269863,0.00866846,0.00481371,0.00970025,0.01643587,0.01531176,0.01027235,0.00205513,-0.00299391,-0.00799445
3.8,0.03112275,0.03773289,0.03956158,0.00864852,0.00866559,0.00767034,0.01277278,0.01696104,0.01514155,0.00186543,0.00095893,-0.00463821
4,0.03376691,0.0370756,0.04306955,0.00930079,0.01262967,0.00512111,0.01720668,0.01677704,0.01131839,0.00440763,-0.00610076,-0.00139573
4.2,0.03025011,0.0410414,0.0386057,0.01077905,0.01046462,0.00999795,0.01711642,0.01642577,0.00853304,0.00126519,-0.00443475,-0.00091335
4.4,0.02766458,0.03847202,0.03849299,0.0126022,0.01183702,0.00847442,0.01416683,0.01641621,0.01098395,0.00007127,-0.00262685,-0.00206521
4.6,0.03422169,0.0374239,0.04201309,0.01208805,0.01133711,0.00916223,0.01263278,0.01697997,0.01229781,0.00601488,-0.00129747,-0.00333442
4.8,0.03336976,0.03644102,0.03816021,0.00821263,0.00600688,0.00564743,0.01852965,0.01495053,0.01236735,0.00241436,0.00135955,-0.00205802
5,0.0300161,0.04159727,0.04205833,0.01246396,0.01039907,0.0080439,0.01785997,0.01899353,0.01061987,0.00485159,-0.00265534,-0.0006478
5.2,0.03456483,0.03420066,0.03875936,0.01125637,0.01072687,0.00760571,0.01607411,0.01685251,0.01392043,0.00353022,-0.00032631,0.00045575
5.4,0.03010465,0.03936072,0.03867633,0.00773711,0.01059147,0.01041838,0.01484888,0.01613748,0.01361329,0.00555205,-0.00223135,-0.00180415
5.6,0.02866582,0.03725826,0.03658057,0.014681,0.01039247,0.00742009,0.01668004,0.01269717,0.01854486,0.00304186,0.0003726,-0.00516686
5.8,0.02775444,0.03980987,0.03896273,0.01025584,0.01010351,0.01068261,0.01727862,0.01480713,0.01585854,0.00463131,0.00028206,-0.00091684
6,0.02869893,0.04049995,0.03710256,0.01245751,0.00952121,0.00922733,0.01724649,0.01930053,0.01505745,0.00368827,-0.00256853,-0.00176537
6.2,0.02815102,0.03517108,0.03630582,0.01306786,0.00981269,0.00527021,0.01975747,0.01884641,0.01232297,0.00372815,-0.00043856,-0.00194155
6.4,0.0289094,0.03665163,0.03657923,0.00983044,0.01022534,0.0108757,0.01627172,0.0201429,0.01786334,0.00734935,-0.00177011,-0.00012595
6.6,0.03328166,0.03674155,0.03705514,0.01301058,0.01216092,0.0092012,0.01913416,0.01987812,0.01774377,0.00171916,-0.00094892,-0.00360726
6.8,0.03264983,0.03605311,0.03478424,0.01241367,0.01005034,0.00863437,0.01972156,0.01573758,0.01528511,0.00006643,0.00142483,0.00118136
7,0.02930097,0.03646248,0.03918422,0.00881202,0.01312121,0.01274567,0.01352314,0.01656417,0.01595963,0.00513452,-0.00305678,0.00054183
7.2,0.02817465,0.03893437,0.03769127,0.01641793,0.01166269,0.00991504,0.01729807,0.02301557,0.01607869,0.00352715,0.00325185,0.00030403
7.4,0.02774547,0.03739159,0.03670693,0.00684219,0.014234,0.00970716,0.01955187,0.01960443,0.01252977,0.00598535,-0.00045532,-0.00055649
7.6,0.02700175,0.03599011,0.03797636,0.01180845,0.01083073,0.01109302,0.01737476,0.01906513,0.01859246,0.00672201,0.00015908,-0.00224398
7.8,0.03190304,0.0392253,0.03383685,0.01612113,0.01171867,0.00845193,0.01860932,0.02275789,0.01362623,0.00249925,-0.00104094,-0.00111771
8,0.03047542,0.03630566,0.03713287,0.01279528,0.01496999,0.0073772,0.01605713,0.0188197,0.01539237,0.00150628,0.0025892,-0.00195767
8.2,0.03000788,0.03464036,0.03913856,0.01473626,0.01076369,0.00922732,0.02137559,0.01904657,0.01477049,0.00457212,0.00146292,-0.00228696
8.4,0.02975226,0.03575816,0.03827033,0.01202966,0.01553844,0.01018463,0.01782107,0.02244508,0.01884297,0.00817155,0.00346577,-0.0016035
8.6,0.02962176,0.03626349,0.04032815,0.01255267,0.01657663,0.01022699,0.01578306,0.01977752,0.01598389,0.00595016,-0.00216876,-0.00166154
8.8,0.02981151,0.04074421,0.03773666,0.00951461,0.0143205,0.01152768,0.01606674,0.0156122,0.0195126,0.00248591,0.00277372,-0.00246458
9,0.02826924,0.03564071,0.03806157,0.01552304,0.01484124,0.01292804,0.01994684,0.01749959,0.02089761,0.00484755,0.00554232,0.00061214
9.2,0.03128553,0.03443735,0.03893871,0.01404887,0.01310937,0.01351753,0.02169263,0.02253884,0.01820789,-0.00001938,-0.00012229,0.00011699
9.4,0.0284879,0.0378836,0.03680164,0.01053467,0.01591511,0.0134114,0.01790915,0.02064863,0.01806001,0.00677283,0.00477545,0.00020025
9.6,0.02872519,0.03372826,0.03622697,0.01291635,0.0110282,0.01264783,0.01979756,0.0205021,0.01697932,0.00358761,-0.00133325,0.0002761
9.8,0.02661435,0.03678649,0.03684644,0.01917601,0.01381361,0.01086759,0.01825586,0.02061359,0.01875195,0.0035199,-0.00178395,-0.00234466
10,0.02728582,0.03789177,0.03702451,0.01442563,0.01204784,0.01216358,0.017424,0.02566546,0.01759354,0.00543894,0.00205895,0.0029584
10.2,0.02904699,0.03503056,0.03596703,0.01539562,0.01337714,0.00766609,0.02000224,0.02387987,0.01917557,0.0013683,-0.00014013,0.0002643
10.4,0.02964507,0.03794014,0.04041148,0.01067431,0.01842837,0.00772197,0.02072942,0.02371865,0.01742724,0.00508827,0.00232106,-0.00100833
10.6,0.03069888,0.03787943,0.03839231,0.01574805,0.01624037,0.01475119,0.0219354,0.01803042,0.02262945,0.00837098,0.00387911,0.00249004
10.8,0.02821446,0.03688597,0.03526146,0.01120926,0.01818338,0.01538759,0.02450686,0.02175885,0.020432,0.00176222,0.00213773,0.00073357
11,0.02642343,0.0336863,0.04085232,0.01379069,0.01510688,0.01466316,0.01976042,0.02268734,0.01952002,0.00210952,0.0024735,0.00199549
11.2,0.02986504,0.03638916,0.03532288,0.01599485,0.01472082,0.01593995,0.02359652,0.02204014,0.01929987,0.00508853,0.00146414,-0.00309293
11.4,0.02796129,0.03472804,0.03725425,0.0125119,0.01950392,0.0133228,0.02002495,0.02230258,0.02336035,0.00639547,0.00028455,-0.00003876
11.6,0.03106381,0.0373344,0.03799281,0.01191964,0.01493624,0.00834936,0.02265897,0.02113072,0.02278931,0.00670206,-0.0019819,0.00257337
11.8,0.02938519,0.03636341,0.03703878,0.01550763,0.01279647,0.01060697,0.02192631,0.02179962,0.01913977,0.00599624,0.00279425,0.00312547
12,0.02897553,0.03564282,0.03728444,0.01474489,0.01519774,0.01296615,0.02114498,0.02452475,0.02134425,0.00714227,-0.00036532,-0.00081016
12.2,0.03315468,0.03612988,0.03477804,0.01624749,0.01416857,0.01139059,0.02277672,0.02248074,0.01838151,0.00475019,0.00342883,-0.00057455
12.4,0.03125594,0.03228461,0.03415544,0.01245012,0.01257145,0.01682931,0.02480077,0.02640709,0.02292306,0.00984759,0.00220586,-0.00024855
12.6,0.02920804,0.03769507,0.03987626,0.01396527,0.01810343,0.01200637,0.02282273,0.02479812,0.02238811,0.00243619,0.00167844,-0.00039546
12.8,0.02707214,0.03206312,0.03679494,0.01642942,0.016493,0.01524302,0.02336582,0.02361788,0.02340669,0.00866903,0.00083888,0.00177854
13,0.02930845,0.03275534,0.03734664,0.0160566,0.01293844,0.01384687,0.02100503,0.0211463,0.02300198,0.00463326,0.0006829,-0.00326282
13.2,0.02882696,0.03804283,0.03653494,0.01377533,0.01745228,0.0145972,0.02513691,0.02594465,0.01986045,0.00642348,0.00283076,-0.00370755
13.4,0.02749462,0.03496169,0.03565694,0.01408363,0.0153469,0.00976045,0.02762344,0.02655706,0.01994053,0.00723713,0.00028223,-0.00373727
13.6,0.02741627,0.03716757,0.03838626,0.0121151,0.01645459,0.01143467,0.0229333,0.02064039,0.02261034,0.00665657,0.00442567,-0.00127901
13.8,0.02790804,0.03477826,0.03840227,0.01414209,0.01475249,0.0145086,0.02613064,0.02318632,0.02056117,0.00627046,0.00392155,-0.00068589
14,0.02860116,0.0314327,0.03831383,0.01527967,0.01919639,0.01546237,0.0241574,0.02620321,0.02342743,0.01132224,0.00726193,-0.00256758
14.2,0.02726913,0.03802805,0.03829119,0.01650416,0.01865022,0.01226034,0.02496427,0.02660331,0.0214069,0.00302633,0.00264914,-0.0043646
14.4,0.02816738,0.03873902,0.03467444,0.01435905,0.01677034,0.01264563,0.02180698,0.02625391,0.02264849,0.00627404,0.00103182,0.00096731
14.6,0.02704904,0.03674375,0.04175691,0.01736767,0.01830545,0.01493349,0.02198558,0.02579513,0.02480925,0.00271232,0.00335638,-0.00158669
14.8,0.0281689,0.03501528,0.03453995,0.01639649,0.01746812,0.00969746,0.02344006,0.02501851,0.02425195,0.00729511,0.00480859,-0.00112598
15,0.02467198,0.03642865,0.03447742,0.01887592,0.01705989,0.01181146,0.02577784,0.02542683,0.01965962,0.00625826,0.00333463,-0.00017609
15.2,0.03311054,0.03701108,0.03370199,0.01502373,0.01323329,0.01293921,0.02363577,0.02523601,0.02506638,0.00651019,0.00144853,-0.00151988
15.4,0.03145049,0.0358447,0.03581274,0.01434099,0.01225632,0.01771095,0.02702086,0.02480963,0.02296705,0.00684413,-0.00129563,-0.00172952
15.6,0.02669589,0.03597971,0.03035528,0.00954474,0.01616761,0.01437729,0.02078783,0.02756443,0.02546925,0.0044654,0.00249612,0.00374491
15.8,0.02447025,0.03417572,0.03715999,0.01647877,0.01741486,0.01550722,0.02720635,0.02999714,0.02208258,0.00816255,0.00141297,-0.00028117
16,0.0250736,0.03788047,0.03736819,0.01721614,0.01777802,0.01103568,0.02588024,0.02652281,0.02291227,0.00882847,0.00438422,0.00407678
16.2,0.02734149,0.03796773,0.03490136,0.02366652,0.01754588,0.01353168,0.02564006,0.02896231,0.02462564,0.00756248,0.00548768,0.00071972
16.4,0.028547,0.03769906,0.03898246,0.01602759,0.01857824,0.01738017,0.02686101,0.02500197,0.02066908,0.00505273,-0.00117894,0.00048178
16.6,0.03076468,0.03241583,0.03827507,0.01582434,0.01644371,0.0129849,0.02226245,0.02540141,0.02167825,0.0074282,0.00413905,-0.00465386
16.8,0.03027229,0.03513532,0.03636924,0.0154958,0.02007939,0.0116857,0.0225929,0.02765724,0.02782009,0.01028524,0.0038877,-0.00030606
17,0.03163792,0.03690147,0.03789405,0.01646961,0.01667037,0.01888457,0.02821802,0.02750569,0.02360914,0.00784903,0.00115408,-0.00265789
17.2,0.02749972,0.03432622,0.03561214,0.01962899,0.01778277,0.01202818,0.0235984,0.02562716,0.02817623,0.00649853,-0.00061752,-0.00219776
17.4,0.02799962,0.03664564,0.0344244,0.01421256,0.01830214,0.01041689,0.02178451,0.02913573,0.02448971,0.0049192,0.00562847,-0.00089193
17.6,0.02495478,0.03697076,0.03360281,0.02052113,0.01920607,0.01582339,0.02563395,0.02565795,0.02715612,0.00864361,0.00414658,0.00246835
17.8,0.02606968,0.03442933,0.03895856,0.01848058,0.01689465,0.01494798,0.0229957,0.02451667,0.02531303,0.00650599,0.00409503,-0.00175776
18,0.03404755,0.03685339,0.04085604,0.01524878,0.01621306,0.01687517,0.02555301,0.02587432,0.0230938,0.0085399,0.00072268,0.00070344
18.2,0.02444614,0.03858136,0.03815759,0.01430047,0.01787948,0.01370218,0.02476835,0.02971253,0.02317805,0.00456787,-0.00032035,0.00342831
18.4,0.02615113,0.03418531,0.03688956,0.01664693,0.01812313,0.0157462,0.03098803,0.02795112,0.0248111,0.01003815,0.00306456,-0.00138253
18.6,0.0310467,0.03322112,0.03651355,0.01690235,0.01304301,0.01473409,0.02809119,0.02482512,0.02411569,0.0085707,0.00780138,-0.00010601
18.8,0.02332018,0.0368792,0.03398756,0.01815945,0.01659033,0.01455566,0.02649384,0.03227064,0.0293288,0.00609417,0.00591719,0.00327854
19,0.02656964,0.03536456,0.03702117,0.01845763,0.01726778,0.01095849,0.02528938,0.02776131,0.02598263,0.00690122,0.00093229,0.00454224
19.2,0.02669532,0.03534569,0.03354509,0.01392608,0.01885728,0.01544273,0.02668824,0.0304271,0.0293181,0.00700742,0.00652045,0.00069752
19.4,0.0273355,0.034884,0.0373352,0.01784254,0.01586729,0.01646345,0.02794995,0.02975651,0.0272033,0.00555595,-0.00018267,0.00543116
19.6,0.02999465,0.03391259,0.03324268,0.01814131,0.01535409,0.01822617,0.0276893,0.02959773,0.02809555,0.00747195,0.00011976,0.00161819
19.8,0.02863679,0.03418188,0.03429223,0.01554283,0.01765455,0.01583948,0.02386772,0.02254645,0.02395669,0.0070752,0.00256376,0.00170882
20,0.03114892,0.03528388,0.03382433,0.01692589,0.01949945,0.01707905,0.0240088,0.02875876,0.02669025,0.00694559,-0.00015003,0.00359416
20.2,0.03003425,0.03723373,0.03382803,0.01499153,0.0209845,0.01478374,0.02525001,0.03238624,0.02767295,0.0071719,0.00092545,-0.00001446
20.4,0.02740217,0.0359235,0.03599236,0.01688149,0.01858768,0.01732105,0.02483546,0.02264634,0.02237717,0.00545579,0.00585858,0.0057113
20.6,0.02969916,0.03727963,0.0382613,0.01304182,0.01574024,0.01969581,0.02751505,0.02420279,0.02094532,0.00839044,0.00433348,0.00046305
20.8,0.02660964,0.03720691,0.03212924,0.01919901,0.01899069,0.01529795,0.02695572,0.03066298,0.02470217,0.0089444,0.00444166,-0.00108876
21,0.02964638,0.03582012,0.03371484,0.01683859,0.01904893,0.01314249,0.02726137,0.02839735,0.02723516,0.00474357,0.00513998,0.00332972
21.2,0.03059773,0.03320788,0.03699318,0.01778276,0.02195786,0.01741945,0.0264095,0.02977717,0.02945916,0.01057116,0.00587436,-0.00089149
21.4,0.02638064,0.03635185,0.03357209,0.01805932,0.02012339,0.01755437,0.02886643,0.02767607,0.02900911,0.00767639,0.00316465,-0.00156547
21.6,0.02984608,0.03372969,0.03663791,0.01609174,0.01754476,0.01727211,0.02956324,0.02686691,0.02733649,0.00653661,0.00685689,0.00191489
21.8,0.02693147,0.0325143,0.03573574,0.02042941,0.02080244,0.0163064,0.0261588,0.02731898,0.02466915,0.01044114,0.00388883,0.00177873
22,0.02430085,0.03420871,0.03426878,0.01580427,0.0216479,0.01936286,0.03103694,0.03257701,0.02746619,0.00579668,0.00564802,-0.00114455
22.2,0.0300187,0.03712179,0.03721065,0.01759674,0.02238494,0.01709103,0.02863055,0.03158736,0.02481613,0.00751444,0.0036203,-0.00136568
22.4,0.03059892,0.03354012,0.03365398,0.02012528,0.01951693,0.01899835,0.03298318,0.03115329,0.02582607,0.01223069,0.00312997,0.00533311
22.6,0.02492044,0.03426345,0.03465668,0.01866224,0.0198801,0.01978457,0.02571135,0.03483936,0.0231455,0.00960531,0.00503062,-0.00098937
22.8,0.02872084,0.03324302,0.03740437,0.01772442,0.01873585,0.01693496,0.03171375,0.03256976,0.02628515,0.00656448,0.00398607,0.0024178
23,0.02838589,0.03511505,0.03574319,0.01476558,0.01731163,0.01643866,0.02961522,0.02675828,0.02762038,0.0057187,0.0058544,0.00104202
23.2,0.02723394,0.03804698,0.03212745,0.01839427,0.01968337,0.01743087,0.03039198,0.03118488,0.02659259,0.00995835,0.00470836,0.00255926
23.4,0.02857168,0.03646221,0.03210584,0.0201909,0.01979765,0.01583695,0.02340122,0.03101688,0.02893172,0.0069939,0.00473292,0.00384718
23.6,0.02927853,0.03516167,0.03600786,0.01590972,0.02051022,0.01806506,0.03146201,0.03136238,0.02664758,0.01093761,0.00338846,0.00030963
23.8,0.02632875,0.03440743,0.03523759,0.0193981,0.01919596,0.01881495,0.03178259,0.02903101,0.02930854,0.00771075,0.0064607,-0.00129803
24,0.02657119,0.03559708,0.03679649,0.01456229,0.02197215,0.01825839,0.02805304,0.02890009,0.02736843,0.00814715,0.0067088,0.00208793
24.2,0.02835319,0.03757908,0.03438563,0.01658846,0.01949833,0.01601413,0.02979659,0.03100121,0.0253946,0.00799062,0.0048077,0.00492465
24.4,0.02792324,0.0362724,0.03241489,0.02116977,0.02038957,0.01964768,0.03511592,0.03141037,0.0296448,0.00842701,0.00182982,-0.00152447
24.6,0.02946384,0.03335597,0.03375716,0.01963074,0.01691241,0.01588973,0.02726527,0.03249732,0.02793599,0.01108214,0.0047705,-0.00037085
24.8,0.03225044,0.03304943,0.03352378,0.01405548,0.01998135,0.01478418,0.02965813,0.03206247,0.02925161,0.00685471,0.00621468,0.00152331
25,0.0300102,0.03142928,0.03429968,0.01747116,0.02009432,0.01787483,0.02994867,0.02909052,0.02734826,0.00776043,0.00558548,0.00374689
25.2,0.02660064,0.03592541,0.03720451,0.01675727,0.01911181,0.01396131,0.02989712,0.03005808,0.02995367,0.00876475,0.00457247,0.00173811
25.4,0.02400879,0.03634523,0.03549669,0.01645128,0.01709951,0.0161114,0.03290927,0.03021818,0.02989138,0.00869843,0.00658032,0.00341522
25.6,0.0239026,0.03333457,0.03271408,0.01597003,0.01871845,0.01736474,0.03170773,0.03073308,0.02678023,0.00926141,0.00299634,-0.00047592
25.8,0.02577091,0.03786354,0.03628422,0.01927734,0.02512347,0.01399046,0.02817314,0.03613979,0.03297348,0.01082313,0.00403602,0.00186085
26,0.02805565,0.03460234,0.03762329,0.02009328,0.01816322,0.01249921,0.03140985,0.0305295,0.02808315,0.00832364,0.00736976,0.00400884
26.2,0.02517946,0.03880938,0.03549037,0.01550215,0.02064725,0.01907754,0.02636501,0.03474975,0.03035874,0.00853362,0.00280517,0.00449264
26.4,0.02707718,0.03376385,0.03404725,0.01696145,0.02024021,0.01826232,0.03341924,0.03191581,0.03010906,0.01218918,0.00259809,-0.00008023
26.6,0.0286072,0.03442543,0.03454469,0.02010051,0.02051714,0.01850509,0.02624973,0.03030372,0.03087024,0.00882297,0.00439079,0.00347341
26.8,0.02186755,0.03508683,0.03359697,0.01738533,0.01972848,0.0190958,0.0300835,0.03292957,0.02951128,0.00844182,0.00609444,0.00134408
27,0.02809314,0.03633305,0.03306604,0.01859894,0.01941889,0.01759016,0.02983451,0.03381083,0.02717691,0.00661368,0.00433353,-0.0012316
27.2,0.02774827,0.03582179,0.03493006,0.02355615,0.01877829,0.01699337,0.03563633,0.03355831,0.02973483,0.00866109,0.00530726,0.00268674
27.4,0.02812136,0.03694748,0.03552408,0.01895844,0.01484254,0.02205678,0.03150853,0.03254378,0.03199957,0.00737095,0.00389111,0.00180715
27.6,0.02316875,0.03587314,0.03353156,0.02085041,0.02186736,0.02334109,0.02906629,0.03077042,0.0276442,0.00893344,0.00377022,0.00316067
27.8,0.02323238,0.03092282,0.03570143,0.01772363,0.01854022,0.01270255,0.0299167,0.0327318,0.03105453,0.01326207,0.00499982,0.00175816
28,0.03056727,0.03406077,0.03499664,0.02078637,0.01831329,0.019676,0.0293214,0.03360253,0.03047653,0.00781715,0.00557813,0.00338781
28.2,0.03013874,0.03570633,0.03259734,0.01950514,0.01945063,0.01579493,0.02854308,0.03338063,0.0312228,0.00693598,0.00017345,0.00115257
28.4,0.02553968,0.03275519,0.03577153,0.02378952,0.02301332,0.02014017,0.03039386,0.03513732,0.02896071,0.00633721,0.00595164,0.00086722
28.6,0.02476091,0.03503527,0.03393353,0.01841656,0.02513638,0.01699939,0.028777,0.03326401,0.03100712,0.01142881,0.00477299,0.00291125
28.8,0.02744106,0.03510355,0.03307421,0.01920722,0.01818093,0.01920476,0.03367656,0.0350849,0.02989171,0.00917755,0.0023035,0.00341767
29,0.02431343,0.03486767,0.03489108,0.01680582,0.01847778,0.01803493,0.02728822,0.02900046,0.0276751,0.01094526,0.00798151,0.00401018
29.2,0.030248,0.03790965,0.03255589,0.02085551,0.02205755,0.01506134,0.03247386,0.03398484,0.03358344,0.00740507,0.00554182,0.00093479
29.4,0.02418629,0.03456359,0.03283946,0.02256703,0.01977753,0.01887455,0.03063401,0.03568587,0.03193209,0.00845603,0.00726306,0.00249272
29.6,0.03154505,0.03404667,0.03465498,0.0224039,0.01550699,0.01962086,0.03396054,0.03234407,0.03102768,0.01194666,0.00754967,0.00344284
29.8,0.0331393,0.03506099,0.03440518,0.02305048,0.01885234,0.01392665,0.02962332,0.03818625,0.03086273,0.01053737,0.00664207,0.00472337
30,0.02812753,0.03353583,0.03305701,0.02001845,0.02156101,0.02149629,0.03164359,0.03161564,0.03532726,0.01253891,0.00693986,0.0019605
30.2,0.02899415,0.03685155,0.03275708,0.01754113,0.02001719,0.01958429,0.03073388,0.03587961,0.03311754,0.00530725,0.00324236,-0.00019041
30.4,0.02743582,0.03379287,0.03193606,0.02125672,0.02447794,0.01919889,0.03250321,0.03651282,0.03105838,0.00713759,0.00437026,0.00338728
30.6,0.02880825,0.0330294,0.03921557,0.01823508,0.02227243,0.01797965,0.0314407,0.0359455,0.02799372,0.0099701,0.00740504,0.00396862
30.8,0.02967934,0.03804391,0.03402243,0.01977611,0.02110853,0.016045,0.03019735,0.03548092,0.0328115,0.00734423,0.00798207,0.00047371
31,0.02649046,0.03529154,0.03599391,0.01875532,0.02263871,0.01883483,0.03711408,0.03197527,0.0324902,0.01182444,0.01087958,0.00618817
31.2,0.03077389,0.03300505,0.03532226,0.01833113,0.01881839,0.02061215,0.03302874,0.03707018,0.03474248,0.0078326,0.00665924,0.00408569
31.4,0.02620838,0.03417417,0.03806431,0.01983591,0.02328272,0.01625481,0.03487714,0.03536194,0.03455303,0.01063946,0.00706252,0.00249429
31.6,0.02329967,0.03037872,0.0323524,0.01901972,0.02320152,0.01618531,0.03722286,0.03948885,0.03140543,0.00885756,0.00711271,0.00389553
31.8,0.02786101,0.0326493,0.03220425,0.01896694,0.0229952,0.01598313,0.03452467,0.03696808,0.03342269,0.01018543,0.00576702,0.00498016
32,0.02755297,0.03563075,0.03254668,0.01805189,0.01933837,0.01939699,0.03768124,0.03140199,0.03363095,0.00859755,0.00734562,0.00252025
32.2,0.02520908,0.03586309,0.03297953,0.02250303,0.02332934,0.0153242,0.03384822,0.03495207,0.03491826,0.01089914,0.01032913,0.00824107
32.4,0.0246381,0.03283783,0.03318481,0.02224753,0.02061093,0.02182558,0.03646129,0.03615042,0.03769512,0.01196091,0.00871497,0.00610375
32.6,0.02674074,0.02867152,0.03735674,0.02279084,0.02305595,0.01725369,0.03162121,0.03851151,0.0331913,0.01091349,0.00709981,-0.00074893
32.8,0.02746929,0.03316896,0.0303771,0.02083401,0.01765747,0.01642069,0.03522437,0.03542524,0.0330734,0.01440997,0.00853363,0.00344655
33,0.02982626,0.03055077,0.03358615,0.02195916,0.01709728,0.02333682,0.03236552,0.03453052,0.03494824,0.00974768,0.00737017,0.00321743
33.2,0.02615459,0.03365477,0.03569789,0.02367487,0.02115696,0.01714217,0.03123926,0.03492483,0.03339959,0.0116785,0.0108782,0.000446
33.4,0.02676813,0.038785,0.03390632,0.02271601,0.02382217,0.01977875,0.03373381,0.03490135,0.03155831,0.01012285,0.00711408,0.00384803
33.6,0.02420996,0.03487413,0.0336209,0.02413847,0.01995387,0.02195933,0.03563988,0.03607026,0.03218363,0.01173813,0.00939736,0.00784206
33.8,0.02856047,0.03599592,0.03385852,0.01892474,0.0204398,0.0177153,0.03402349,0.03437865,0.03370038,0.01271741,0.0059777,0.00263509
34,0.02894498,0.03442996,0.03534702,0.0237939,0.02045592,0.01649642,0.03331544,0.03326145,0.03457872,0.01436446,0.00761756,0.00054829
34.2,0.02503286,0.03263422,0.03159452,0.02176235,0.02496963,0.02440571,0.03278988,0.0356417,0.03428663,0.01095485,0.00381303,0.00473456
34.4,0.02511395,0.03388258,0.03651039,0.01747475,0.01974876,0.01809907,0.03434273,0.03818288,0.03392277,0.01219739,0.00709328,0.00510381
34.6,0.02352236,0.0368958,0.03338362,0.02239864,0.02006052,0.02086871,0.03299715,0.03440997,0.03468291,0.01204504,0.00596817,0.00107799
34.8,0.0286148,0.03426321,0.03170935,0.02208347,0.02307725,0.02224162,0.03456067,0.03709665,0.0338592,0.01222834,0.00990921,0.00374271
35,0.02765242,0.03212889,0.03347296,0.02034517,0.01830607,0.0186617,0.03556418,0.03838485,0.03172458,0.00955551,0.0031942,0.00588745
35.2,0.02531827,0.03535419,0.03545825,0.01929211,0.02083927,0.01891458,0.02972954,0.03741968,0.03521691,0.00626263,0.00307527,0.00288488
35.4,0.0287394,0.03433167,0.03450603,0.019156,0.02250714,0.01798626,0.03582009,0.03699377,0.03585274,0.00869847,0.00449081,0.00391857
35.6,0.02234129,0.0301679,0.03493995,0.02381533,0.02179211,0.01657197,0.03307521,0.03483754,0.03526688,0.01268097,0.0079295,0.00226621
