PDZ,PDZ_WT,PDZ_WT,PDZ_WT,Homolog_09,Homolog_09,Homolog_09,Homolog_11,Homolog_11,Homolog_11,Homolog_36,Homolog_36,Homolog_36
3.2,0.88060645,0.87029762,0.90455325,0.32946863,0.34555289,0.34113485,0.19400406,0.19551169,0.20021777,0.03178274,0.02649591,0.0283763
3.4,0.88630561,0.87215442,0.9071457,0.32802412,0.34912756,0.33923012,0.19518233,0.20166414,0.20574592,0.03286039,0.02810813,0.02985694
3.6,0.88840047,0.87722404,0.90572496,0.32718548,0.34916058,0.33798999,0.19939792,0.20120184,0.20742457,0.03320038,0.02613107,0.02781866
3.8,0.88530556,0.87560243,0.91118963,0.33346203,0.34723571,0.34291923,0.19854421,0.20028542,0.20529889,0.03290233,0.02473728,0.0281692
4,0.88994125,0.88007517,0.91391094,0.33357438,0.34919175,0.3407473,0.20110619,0.20645182,0.20982944,0.03543394,0.02913768,0.02741344
4.2,0.89099792,0.88110132,0.91327651,0.33179786,0.34836837,0.34252757,0.2015667,0.20506363,0.21118634,0.03368043,0.0276543,0.03338851
4.4,0.89357833,0.88544018,0.91675694,0.32856002,0.3499861,0.34363312,0.2040239,0.20592837,0.20448535,0.02995982,0.02930502,0.03030406
4.6,0.89644913,0.88418562,0.91667099,0.32758107,0.3523201,0.34475643,0.20603037,0.21118401,0.211919,0.03253683,0.02479617,0.03075723
4.8,0.89581529,0.88798387,0.92220445,0.33197417,0.35389247,0.34419251,0.2097643,0.20907997,0.21599137,0.03272083,0.02991826,0.03068383
5,0.89765552,0.88551636,0.92333479,0.33463737,0.3516446,0.34662795,0.21195233,0.21004926,0.21760832,0.03341373,0.02846766,0.03233127
5.2,0.89587394,0.89130063,0.92313571,0.33616545,0.35375973,0.34318423,0.21253908,0.21044337,0.21792727,0.03332558,0.0285731,0.0324433
5.4,0.89687101,0.89098639,0.92221947,0.32987442,0.35389241,0.34621603,0.21149802,0.2113369,0.22298061,0.03379252,0.02747033,0.03344475
5.6,0.89912418,0.8940155,0.92458363,0.33459922,0.35525503,0.34304631,0.21573359,0.21422313,0.22337006,0.0317623,0.0281953,0.03283848
5.8,0.90338246,0.89416535,0.92941113,0.32844337,0.35390028,0.34546685,0.21509153,0.21727227,0.2239015,0.03167444,0.02624787,0.0288303
6,0.90396813,0.89391346,0.92251785,0.33339759,0.35486289,0.34539598,0.21830446,0.2194386,0.22461634,0.03402766,0.02750511,0.02856071
6.2,0.90574185,0.88953645,0.92573018,0.33517763,0.35263559,0.34462995,0.2180633,0.21914147,0.22342746,0.03026369,0.02883784,0.03177877
6.4,0.90811936,0.89262814,0.9303052,0.33577796,0.35554912,0.3479411,0.21895737,0.21566241,0.22571151,0.03440192,0.03203041,0.02496032
6.6,0.90702382,0.89425392,0.92786212,0.33447358,0.35748294,0.34910721,0.22180164,0.22115068,0.22658913,0.03218597,0.02732626,0.02659272
6.8,0.90686599,0.89652092,0.9311349,0.34039512,0.35649916,0.34593159,0.21941155,0.2193486,0.23100125,0.03232082,0.03099717,0.03120376
7,0.91079,0.89956648,0.93234153,0.33918616,0.35300353,0.34374875,0.22734231,0.22499441,0.23298888,0.03683438,0.02998362,0.02569984
7.2,0.90537015,0.89634127,0.93214221,0.33995959,0.35845944,0.34825504,0.22194344,0.22430758,0.23158639,0.03228589,0.02938391,0.02967812
7.4,0.91046158,0.90436835,0.93472763,0.33806857,0.35666933,0.3496939,0.22596276,0.22648727,0.23138087,0.03145155,0.02998919,0.03464051
7.6,0.91411809,0.89952869,0.93573161,0.33668998,0.35662439,0.35094637,0.22853893,0.2280827,0.23588579,0.03234732,0.02804823,0.02767904
7.8,0.91258935,0.90421302,0.93626399,0.33285173,0.35684839,0.34864223,0.22852278,0.23053085,0.23600631,0.03222078,0.02703978,0.02697624
8,0.91542796,0.90245909,0.93760999,0.33795407,0.35330018,0.35142333,0.22783357,0.22806393,0.23680769,0.02790388,0.02747113,0.03054999
8.2,0.91691116,0.90179236,0.9385645,0.33779934,0.35839763,0.34965497,0.22644156,0.2304055,0.23242133,0.03202363,0.02394838,0.02911906
8.4,0.91655353,0.90945322,0.93461903,0.33877977,0.35653445,0.34883583,0.2288419,0.23474823,0.23746752,0.03023639,0.02723766,0.03007434
8.6,0.91499213,0.90639419,0.94094928,0.33986827,0.35509386,0.34578628,0.23054165,0.23138611,0.23802428,0.03054457,0.02470438,0.03085993
8.8,0.92116097,0.9045325,0.93901022,0.33539363,0.35766539,0.34907907,0.23538405,0.2316445,0.23455118,0.03372356,0.02857477,0.0281574
9,0.92137197,0.90667231,0.94065459,0.33933052,0.35898491,0.34351194,0.23333347,0.23574429,0.24266063,0.03107145,0.02571196,0.0275415
9.2,0.91716758,0.91049392,0.94539268,0.33908835,0.35843882,0.34743363,0.23613024,0.23807477,0.24188112,0.03225567,0.02647025,0.03024484
9.4,0.91906301,0.90961737,0.94408412,0.34165677,0.36172452,0.35247302,0.23497677,0.23518615,0.24148082,0.03406199,0.02844993,0.03413455
9.6,0.92101423,0.91509027,0.94819029,0.34107586,0.35699924,0.35205835,0.23374254,0.23756711,0.24222474,0.02970758,0.02567063,0.02857156
9.8,0.92206076,0.91276283,0.94526537,0.33834859,0.35983565,0.3498345,0.23512662,0.23934119,0.24416899,0.03502145,0.02308584,0.03171052
10,0.92702082,0.91287107,0.94641288,0.33882442,0.36569896,0.34834159,0.23971886,0.24220734,0.24346052,0.03092467,0.03030981,0.02882944
10.2,0.92615751,0.91309209,0.94807513,0.33856639,0.36012598,0.35142875,0.23571539,0.24207662,0.24633704,0.03436988,0.02574346,0.03189872
10.4,0.92478935,0.91356499,0.95331855,0.34251883,0.35784509,0.35059756,0.2381649,0.2387362,0.24916892,0.0325416,0.02629928,0.03214408
10.6,0.92513751,0.91759486,0.95245727,0.33971831,0.3598949,0.35568553,0.24104715,0.24768101,0.24694483,0.02993771,0.03147248,0.03023459
10.8,0.93054227,0.91840477,0.95218738,0.34114709,0.35979345,0.35044801,0.24436909,0.2469642,0.24997221,0.03288921,0.0243998,0.02854203
11,0.92800907,0.91643674,0.95274408,0.34242591,0.35654524,0.35026545,0.25168515,0.24721872,0.24898498,0.02944946,0.02861238,0.02873571
11.2,0.93188111,0.9171328,0.95294948,0.34311583,0.35807159,0.35183525,0.24126721,0.2419049,0.2544186,0.02634471,0.02550662,0.02609803
11.4,0.93179027,0.91787333,0.95862956,0.34281167,0.36363336,0.35527009,0.24375576,0.248457,0.25124054,0.02765834,0.0232598,0.02719308
11.6,0.93038598,0.91842611,0.95415254,0.34381494,0.36163237,0.35419476,0.24694568,0.2491719,0.25303488,0.02605235,0.02528242,0.03454821
11.8,0.93371729,0.9183218,0.95424719,0.34151616,0.36379829,0.35150796,0.24767512,0.24799852,0.2510634,0.03327482,0.02670298,0.02606438
12,0.93408791,0.92199666,0.95346661,0.33963582,0.35870823,0.35357869,0.24900407,0.24521552,0.25351803,0.03455933,0.02168677,0.02817069
12.2,0.93254534,0.92123182,0.95629032,0.34392717,0.36338022,0.34974861,0.2538141,0.2466185,0.25391643,0.02967324,0.02579979,0.02910663
12.4,0.93384377,0.92239208,0.95979591,0.34309777,0.36353817,0.35539419,0.2459786,0.25353478,0.25725256,0.0306738,0.02790142,0.02981754
12.6,0.93331126,0.92603988,0.96075042,0.34526333,0.35833677,0.34983671,0.25400406,0.25186973,0.2592002,0.03062009,0.02887843,0.0270045
12.8,0.93577758,0.9257086,0.95831116,0.3450872,0.36129745,0.35065508,0.2541405,0.25303124,0.25883954,0.0341534,0.0267484,0.02949588
13,0.93622271,0.92582972,0.96044321,0.34421989,0.35639813,0.35223538,0.25159222,0.25303881,0.25814723,0.03178596,0.02645508,0.02561657
13.2,0.93947212,0.92867298,0.96170195,0.34480676,0.35994765,0.35130763,0.2537508,0.25704919,0.26107853,0.03088861,0.0258309,0.02461822
13.4,0.93424264,0.92915745,0.95882602,0.34542963,0.36292597,0.35428429,0.25146872,0.25452154,0.26355021,0.03210029,0.02364621,0.023508
13.6,0.93815306,0.92768068,0.96491726,0.34373334,0.36394766,0.35312247,0.25493962,0.25361483,0.25939702,0.03264957,0.02916641,0.02914228
13.8,0.9371169,0.92954285,0.96525748,0.34210088,0.3613421,0.35470051,0.25434637,0.25654696,0.25888925,0.0328733,0.02208475,0.03029482
14,0.93775467,0.92975075,0.96410735,0.34519752,0.36358729,0.35046447,0.2544182,0.2577496,0.26170867,0.02977606,0.02800823,0.02634834
14.2,0.94193641,0.93163366,0.96094222,0.34638598,0.36123922,0.34984195,0.25779897,0.25678252,0.25984793,0.03101855,0.02965052,0.02801742
14.4,0.94445637,0.9296561,0.96474071,0.3445011,0.36480113,0.35360354,0.25548309,0.25754158,0.26139258,0.03264331,0.02565918,0.02684243
14.6,0.94121829,0.93208058,0.96573313,0.34809693,0.36233481,0.35258222,0.26017076,0.25952702,0.26691507,0.02825081,0.02796764,0.02610983
14.8,0.94549493,0.93461008,0.96607824,0.34778383,0.36614391,0.35190892,0.25831205,0.25715719,0.26275681,0.02812144,0.02071706,0.02727921
15,0.94824449,0.93412227,0.97005959,0.34750679,0.36526969,0.35190487,0.25478894,0.26366513,0.26552938,0.03255924,0.02549625,0.02479549
15.2,0.9436709,0.93807192,0.96668942,0.3475227,0.36330667,0.35545916,0.26248771,0.25911497,0.26488279,0.02834969,0.02477316,0.02988203
15.4,0.9495453,0.93441219,0.96919496,0.34928438,0.36270615,0.35690433,0.25998968,0.26030915,0.27006422,0.03121569,0.02623526,0.02774991
15.6,0.9471294,0.9396785,0.96627195,0.34217944,0.36780265,0.35641748,0.2566492,0.25803964,0.27054589,0.03092506,0.02435593,0.02477531
15.8,0.95206205,0.93697865,0.97206111,0.34807881,0.36428597,0.35466689,0.26310486,0.26573645,0.27168148,0.03061529,0.0211925,0.02801748
16,0.95013515,0.93970127,0.96961017,0.34707847,0.36410346,0.3596052,0.26243603,0.26057272,0.27087002,0.03027686,0.02627687,0.02635847
16.2,0.95228318,0.93830664,0.9735529,0.34875825,0.36698958,0.35869462,0.26241827,0.26198285,0.27063875,0.0307765,0.02717296,0.03039287
16.4,0.9514697,0.93670602,0.97152217,0.35007271,0.36362174,0.35372848,0.26698512,0.26487021,0.27224611,0.03217139,0.02504132,0.03072853
16.6,0.9514542,0.93979699,0.97443588,0.34703984,0.36611279,0.35431522,0.26882911,0.26582603,0.27328764,0.03344878,0.0234716,0.02778067
16.8,0.95232466,0.94222791,0.97308262,0.34512004,0.36386725,0.35416556,0.26182044,0.26612298,0.27175652,0.02723005,0.02718226,0.02817567
17,0.95124356,0.94201619,0.97345598,0.34769609,0.36706021,0.35788042,0.2666927,0.26421778,0.27443384,0.03776788,0.02252702,0.02649923
17.2,0.9550505,0.94620616,0.97675009,0.3469409,0.36759361,0.35802782,0.26894284,0.2689492,0.27175497,0.03756329,0.02713243,0.03184064
17.4,0.95708457,0.94269259,0.97804351,0.34751311,0.36327722,0.35438425,0.26858253,0.27129172,0.27252244,0.03046116,0.02613024,0.02657284
17.6,0.95483021,0.94533343,0.97648879,0.35034123,0.36586198,0.35609621,0.26934988,0.27248554,0.27655004,0.03213286,0.02655757,0.02985536
17.8,0.95419148,0.94343395,0.97610743,0.34995547,0.36755952,0.35892695,0.27152795,0.26883857,0.28084056,0.03314083,0.02577356,0.026273
18,0.95480732,0.94381757,0.97965105,0.34792575,0.36840447,0.35629827,0.26869965,0.26954966,0.27393173,0.0309385,0.02275268,0.02868827
18.2,0.95685509,0.94656629,0.97759588,0.35136965,0.36619404,0.35593623,0.26799649,0.27319543,0.2744916,0.03028786,0.02432469,0.02645685
18.4,0.95691375,0.94414444,0.978386,0.35383209,0.37118181,0.35763729,0.27058,0.27209865,0.27751033,0.03293487,0.02447904,0.02665882
18.6,0.95869259,0.9429626,0.97796996,0.34804424,0.36416736,0.35897547,0.26946599,0.2751122,0.2838236,0.03005555,0.02656035,0.02811851
18.8,0.96104256,0.94861157,0.98367281,0.34887847,0.36217317,0.35747642,0.26976031,0.27214848,0.27503293,0.03396773,0.02541543,0.02926932
19,0.9559342,0.94529397,0.98185118,0.34938696,0.36847934,0.35898936,0.27244377,0.27324908,0.28275191,0.02737107,0.0225559,0.02650686
19.2,0.95823923,0.9489053,0.98477967,0.35387197,0.36720755,0.35809201,0.27520132,0.27044367,0.27692221,0.03241398,0.02187327,0.02461307
19.4,0.95792679,0.95062883,0.98387738,0.35074564,0.3650957,0.35723001,0.27664149,0.27557408,0.28310459,0.03281086,0.02519391,0.02998699
19.6,0.96257988,0.95000965,0.98210056,0.34627822,0.36618128,0.35797352,0.27499318,0.27462708,0.28446196,0.03448632,0.02721862,0.02883123
19.8,0.96278254,0.9507863,0.98621793,0.34976229,0.36538955,0.35703099,0.27159417,0.27969943,0.2808082,0.03292593,0.02667058,0.0265785
20,0.96869603,0.94911976,0.98359843,0.3515419,0.368835,0.35906106,0.2742374,0.2790169,0.27907609,0.03079634,0.02145521,0.02832352
20.2,0.95967046,0.95276577,0.98687323,0.35027071,0.36717191,0.35940284,0.27492476,0.28021758,0.28294485,0.03042382,0.02674607,0.02892126
20.4,0.96197788,0.95313175,0.9869761,0.3515695,0.36614951,0.36304409,0.27768672,0.27753084,0.27951108,0.02731278,0.02181608,0.0244128
20.6,0.96426741,0.95332928,0.99108131,0.35163107,0.37008544,0.35522473,0.27691907,0.28466372,0.28406351,0.03192588,0.02326996,0.02559538
20.8,0.96336654,0.95517988,0.98772343,0.35528847,0.36920634,0.35928595,0.27569533,0.27996241,0.28575759,0.03244239,0.02043203,0.02476488
21,0.96561662,0.95423181,0.9905463,0.35367784,0.37041142,0.36085719,0.27901554,0.28097807,0.28394793,0.03475371,0.02012212,0.02788641
21.2,0.96957127,0.95689792,0.99206682,0.34895452,0.36844679,0.36141509,0.27875161,0.28010081,0.28632282,0.02961367,0.02907733,0.02102901
21.4,0.96806065,0.95352502,0.98835595,0.353255,0.36767384,0.3560704,0.2805903,0.2851672,0.28292738,0.02994343,0.02690683,0.02965002
21.6,0.96698383,0.95547993,0.99209471,0.35287466,0.3685297,0.35924387,0.28079164,0.28092473,0.28535532,0.03127026,0.03000537,0.02917226
21.8,0.96930281,0.95517487,0.99269648,0.35134026,0.3670173,0.35758406,0.27995038,0.28075724,0.28562521,0.03279393,0.02668772,0.02735509
22,0.97000889,0.95541055,0.98863275,0.35284599,0.36994525,0.3607595,0.28174669,0.28389304,0.28725772,0.03100711,0.02356107,0.02767481
22.2,0.96765951,0.95833058,0.99600728,0.35226133,0.36955252,0.36355204,0.28744865,0.28167258,0.28744959,0.02983471,0.03043831,0.02905418
22.4,0.97760001,0.95698423,0.99600716,0.34979602,0.36698386,0.36460215,0.2815767,0.28453259,0.29042898,0.03030851,0.02565224,0.02428021
22.6,0.96716813,0.95980758,0.99447008,0.34998729,0.37228921,0.35950113,0.28509504,0.28769116,0.28646027,0.03447622,0.02571798,0.02778746
22.8,0.9709833,0.96064968,0.99523886,0.35279354,0.37070635,0.35745454,0.28284818,0.28724902,0.28705238,0.0312632,0.02541197,0.02376802
23,0.97114292,0.96407325,0.99587686,0.35144648,0.37043932,0.35917229,0.28226871,0.28755473,0.28917359,0.03299811,0.02598224,0.02499215
23.2,0.97174004,0.964979,0.99363406,0.35709485,0.37070563,0.35917914,0.28717184,0.28891008,0.29501091,0.02918156,0.02603118,0.02602424
23.4,0.97139124,0.95933063,0.99584217,0.35522773,0.36978945,0.36001516,0.28561861,0.29127018,0.29155408,0.02772751,0.02312789,0.02602093
23.6,0.97739176,0.95965905,0.99841471,0.34928056,0.36910072,0.36063707,0.28778249,0.28836863,0.29118447,0.03007951,0.02728192,0.02509953
23.8,0.97376171,0.96499009,0.9949394,0.35731092,0.37053147,0.36275596,0.28200722,0.28687184,0.29581713,0.02941837,0.02837426,0.0237626
24,0.97766355,0.96607322,1.00065442,0.35673132,0.36871037,0.36094773,0.28630567,0.28660815,0.2910835,0.0366398,0.02788461,0.02864201
24.2,0.97667984,0.96593339,0.99976047,0.35321918,0.36978653,0.3608473,0.28512103,0.29376035,0.29518192,0.03132599,0.02520279,0.02884795
24.4,0.97895948,0.9698338,0.99859901,0.35495302,0.37333628,0.35705209,0.28837055,0.29228394,0.29488348,0.03134819,0.02278263,0.03048836
24.6,0.97844235,0.96899469,0.9985096,0.35638126,0.37279877,0.36280066,0.29096771,0.29224257,0.29453294,0.03189477,0.02346671,0.03183274
24.8,0.97631434,0.96846075,0.99911626,0.35559168,0.3681896,0.36614758,0.2871939,0.29334562,0.29283892,0.03331291,0.02794168,0.03123809
25,0.97988573,0.96781143,0.99853559,0.35471764,0.37690994,0.35971868,0.29247773,0.29639606,0.29804282,0.02840679,0.0272016,0.0223728
25.2,0.97823862,0.97041876,1.00289209,0.35876283,0.37074771,0.36659432,0.28952998,0.294964,0.29796522,0.02996385,0.02391005,0.02522369
25.4,0.9880958,0.9717216,1.00247987,0.3577564,0.37181463,0.360578,0.28973615,0.29360359,0.2972949,0.02781856,0.020272,0.02363266
25.6,0.97992519,0.9741704,1.003985,0.3543851,0.37625435,0.36415178,0.29034174,0.29028522,0.29523401,0.0306659,0.02588038,0.02337296
25.8,0.97998253,0.97146339,1.0052131,0.35465839,0.36968866,0.36045343,0.2883358,0.29562335,0.29799359,0.0302869,0.02360381,0.02540885
26,0.98615507,0.97397954,1.00720997,0.35719314,0.37222042,0.36283815,0.29407007,0.28915863,0.30131857,0.03058037,0.02265013,0.02618407
26.2,0.9820501,0.96936197,1.00420828,0.35688659,0.37272468,0.36532653,0.29782427,0.2989264,0.30178486,0.0339795,0.02575807,0.02607714
26.4,0.98394982,0.97026701,1.00344224,0.35387197,0.37093082,0.36291242,0.29279775,0.29491131,0.30139088,0.02845174,0.02281452,0.02820905
26.6,0.98544709,0.96653647,1.00664504,0.35421589,0.37164542,0.36162007,0.29904694,0.29616051,0.3005452,0.02716511,0.02747522,0.02550824
26.8,0.98383395,0.97394569,1.00710936,0.35430291,0.37251481,0.36086792,0.29894746,0.30067735,0.2993003,0.03167846,0.02025051,0.02249695
27,0.98671047,0.97452469,1.00764354,0.35248097,0.37063893,0.36451078,0.2930429,0.29944001,0.29909741,0.0339052,0.02961714,0.03112541
27.2,0.98372141,0.97602541,1.00505872,0.35899081,0.3686774,0.36628866,0.29562325,0.29902546,0.30120932,0.03157338,0.02447952,0.02366985
27.4,0.98710612,0.9772547,1.00691672,0.354754,0.37403568,0.35921347,0.29635424,0.30337052,0.30635713,0.02888944,0.02172572,0.02683927
27.6,0.98589257,0.97532005,1.00724037,0.35996088,0.37582281,0.36342234,0.29792887,0.30012326,0.30017059,0.03042531,0.02432294,0.02600007
27.8,0.98818508,0.97760541,1.00636514,0.35449406,0.37283054,0.36291939,0.29858637,0.30043929,0.30195211,0.02537193,0.02114777,0.02379663
28,0.98534874,0.97676403,1.00657351,0.36172643,0.37309125,0.36665029,0.29510933,0.30231314,0.30516307,0.03125321,0.02615557,0.02726059
28.2,0.98792628,0.9777543,1.01198264,0.35754999,0.37459591,0.36745542,0.2944277,0.30392878,0.30539821,0.02752232,0.02630524,0.0263824
28.4,0.98881522,0.9784512,1.0086288,0.3540605,0.37140831,0.36579615,0.29800856,0.3008086,0.30279015,0.02856487,0.02095652,0.02752452
28.6,0.99231318,0.97683246,1.0091991,0.35994932,0.37331757,0.36522782,0.30494207,0.3072068,0.30452668,0.03082433,0.02243853,0.0261374
28.8,0.99192361,0.98146159,1.01170214,0.35831812,0.37111482,0.36076164,0.302616,0.30541514,0.30665248,0.03268334,0.02353165,0.02453838
29,0.99159399,0.98068363,1.01136418,0.35676553,0.3727782,0.36624837,0.30114782,0.30277525,0.30675291,0.03214752,0.02170087,0.02774282
29.2,0.99161581,0.98308356,1.00795455,0.3611308,0.37508037,0.36484862,0.30758882,0.30502533,0.30669581,0.03051638,0.0243165,0.02638502
29.4,0.99234477,0.98415775,1.01266118,0.35707113,0.37312653,0.36174315,0.30084837,0.30696254,0.31050496,0.02987694,0.02237899,0.02668522
29.6,0.98917977,0.9835983,1.01313551,0.3580698,0.37501844,0.36375177,0.29889226,0.30243247,0.3079416,0.03071123,0.02433885,0.02375318
29.8,0.99001125,0.98491223,1.01563044,0.35470798,0.3733969,0.36409396,0.30178947,0.30780177,0.30833029,0.03176561,0.0250184,0.02641459
30,0.99506859,0.9855705,1.01302512,0.35719075,0.37500921,0.36115349,0.30462635,0.31049989,0.30983763,0.02908337,0.02307055,0.02845125
30.2,0.99057404,0.98456843,1.01369567,0.35889044,0.37647178,0.36388004,0.30597747,0.30986165,0.30834489,0.02777367,0.0253166,0.02407853
30.4,0.99719254,0.98284395,1.01432188,0.35774269,0.37690386,0.36681593,0.30524713,0.30797689,0.3083589,0.02742114,0.020694,0.02740179
30.6,0.99879729,0.98590929,1.01774033,0.36033049,0.37396964,0.36428023,0.31063402,0.30867951,0.3107823,0.03138771,0.02614204,0.02800055
30.8,1.00039235,0.98427946,1.02171846,0.35776379,0.37558409,0.37008321,0.30767983,0.30898564,0.31063806,0.02875322,0.02362085,0.03161065
31,0.99684087,0.9854414,1.02044101,0.36126777,0.37733259,0.36529833,0.30326259,0.31019371,0.30747663,0.03000044,0.02148954,0.02543451
31.2,0.99965266,0.98511095,1.02018328,0.35889688,0.37593987,0.36356765,0.30980277,0.30792897,0.31026088,0.0274254,0.02286441,0.02652113
31.4,1.00127307,0.98471958,1.01897378,0.35795089,0.37345096,0.3671729,0.31239486,0.3110926,0.31293331,0.02548658,0.02253745,0.02505396
31.6,0.99767605,0.98970182,1.01896234,0.35558542,0.37076971,0.36602652,0.30889237,0.31370919,0.31101977,0.02767434,0.01935033,0.02569504
31.8,1.00113646,0.99003751,1.01893409,0.3600575,0.3769069,0.36172557,0.31054366,0.31289648,0.31305646,0.02650892,0.02293567,0.027137
32,0.99740473,0.98759491,1.01557203,0.36035969,0.37393996,0.36767376,0.30883301,0.31308,0.31543152,0.02800855,0.02184741,0.02449049
32.2,1.00285307,0.99058814,1.02319332,0.36089971,0.37400218,0.36668635,0.30862212,0.31207161,0.31432717,0.02891233,0.02138627,0.02426206
32.4,0.9989473,0.98890776,1.02132578,0.35962501,0.37186053,0.36561173,0.31074894,0.31022321,0.31492751,0.03296068,0.02202381,0.02343242
32.6,0.99899689,0.98943503,1.02099188,0.35962483,0.37492808,0.36573476,0.31362695,0.31600087,0.31499236,0.02485018,0.01869793,0.02871706
32.8,1.00297121,0.9883023,1.02653308,0.35930845,0.37673601,0.36574525,0.31387329,0.31526552,0.31275355,0.02854663,0.02152781,0.02829914
33,1.00263397,0.9885834,1.02077694,0.36236426,0.3760623,0.36534447,0.31120187,0.31538277,0.31387107,0.02871912,0.02571971,0.02411659
33.2,1.0032169,0.98921807,1.02426691,0.35970702,0.37782654,0.36330599,0.31236828,0.31641178,0.31726657,0.02998146,0.02132798,0.02688922
33.4,1.00386564,0.99324519,1.02315302,0.36024132,0.37642726,0.36537266,0.31478805,0.31446539,0.31678389,0.03314208,0.02000738,0.02346297
33.6,1.0047206,0.98994286,1.02332337,0.36136689,0.37785539,0.36568701,0.32019741,0.31543546,0.32176201,0.03069752,0.02426303,0.0220217
33.8,1.00271717,0.99108119,1.0247273,0.35953447,0.37662527,0.36575216,0.31558556,0.31644611,0.31572734,0.03048014,0.02539785,0.0286269
34,1.0015469,0.99357219,1.02597268,0.36161348,0.37659958,0.37090439,0.31366557,0.31531488,0.32088654,0.02520534,0.01985065,0.02391396
34.2,1.00521556,0.9930839,1.02624531,0.35881957,0.3755925,0.36701393,0.31719142,0.31741224,0.31462972,0.02884793,0.02258624,0.02251364
34.4,1.00620071,0.99647076,1.02468641,0.3617765,0.37683668,0.36365825,0.31851352,0.31859176,0.32104664,0.02988427,0.02159036,0.02255709
34.6,1.00438896,0.99768681,1.02840121,0.35675528,0.37668606,0.36590046,0.32031983,0.32472633,0.32542502,0.030335,0.01928244,0.02781092
34.8,1.00603083,0.99722202,1.03116305,0.36202606,0.37424901,0.36606944,0.31639117,0.31810509,0.31987529,0.02674901,0.01731566,0.02493145
35,1.00746874,0.99844951,1.02686115,0.35759535,0.37394538,0.36570484,0.31303454,0.32158326,0.32382463,0.03026598,0.02193729,0.01868691
35.2,1.00988237,0.99839968,1.03018601,0.36253717,0.37369153,0.36551875,0.31741536,0.31939553,0.31980269,0.03042587,0.02319054,0.02463575
35.4,1.00857023,0.99923343,1.02942069,0.3634803,0.377898,0.3673203,0.31922788,0.31914877,0.32459204,0.02623587,0.02437542,0.02973084
35.6,1.00918714,0.99537761,1.02826305,0.36274382,0.38010415,0.36559695,0.31841445,0.31915944,0.32674872,0.02346733,0.02259416,0.01902317
35.8,1.00617985,0.99750466,1.03015228,0.36363956,0.37776509,0.3668626,0.32219738,0.32207005,0.32365053,0.02102428,0.02316166,0.0228997
36,1.01103631,0.99874074,1.03163023,0.36573842,0.37483725,0.36752576,0.32069636,0.32124327,0.32372313,0.02917739,0.0237555,0.02629878
