PDZ,PDZ_WT,PDZ_WT,PDZ_WT,Homolog_09,Homolog_09,Homolog_09,Homolog_11,Homolog_11,Homolog_11,Homolog_36,Homolog_36,Homolog_36
167.4,0.01363182,0.02386754,0.02794472,0.01380257,0.01711215,0.01875393,0.01330266,0.00626002,0.01055393,-0.00710342,0.00017473,-0.0036916
167.6,0.01310209,0.0241154,0.02636007,0.01019336,0.01619841,0.01614852,0.00373078,0.00714273,0.01126731,-0.00398836,0.0056665,0.00090958
167.8,0.01706842,0.02696102,0.02361423,0.01093899,0.01385377,0.01741801,0.01046396,0.00735796,0.01228428,-0.00233969,-0.00354421,-0.002881
168,0.01338783,0.02414837,0.0230206,0.00968023,0.01338322,0.01594274,0.00560123,0.00570477,0.00702963,-0.00385744,-0.00164589,-0.00144915
168.2,0.01510689,0.02605285,0.02600003,0.01189218,0.01173459,0.01362585,0.00518293,0.00727634,0.0123989,-0.00457695,-0.00458806,-0.0017683
168.4,0.01683468,0.02367961,0.02670485,0.01354636,0.01505325,0.01686989,0.00990582,0.00746525,0.00860614,-0.00211621,-0.00076937,-0.00167571
168.6,0.01916167,0.02673455,0.03115231,0.01116942,0.01432596,0.0217569,0.00857923,0.00818954,0.01170713,0.00003919,0.00226587,-0.00443478
168.8,0.00862351,0.02877568,0.02816725,0.01210721,0.01504786,0.01708828,0.00473801,0.00687868,0.01245314,-0.00231111,0.0004654,-0.00220106
169,0.01719594,0.02193083,0.02358694,0.01117928,0.01670702,0.01468296,0.01324356,0.00968144,0.01205293,-0.00799102,0.00030309,-0.00318609
169.2,0.01323724,0.02630337,0.02461157,0.01519425,0.01769615,0.01580571,-0.00152268,0.00568841,0.01096195,-0.00116447,-0.00039205,-0.00372653
169.4,0.0134894,0.02708145,0.02561168,0.01331489,0.0158747,0.02113737,0.00673524,0.0053016,0.0099333,0.00134215,0.00248361,-0.0005167
169.6,0.01399982,0.02322876,0.02818058,0.01307554,0.01187528,0.01048489,0.00497956,0.00021256,0.01214156,-0.00392592,0.00270448,-0.00111742
169.8,0.01142681,0.02317455,0.02535299,0.01200332,0.01510457,0.0176784,0.00826288,0.00829706,0.01185614,-0.00513953,-0.00298842,-0.00668536
170,0.0076924,0.02144634,0.03076867,0.00660784,0.01077328,0.01942544,0.01181073,0.00530122,0.01248441,-0.00366834,-0.00400814,-0.00305541
170.2,0.01848331,0.02359753,0.02961401,0.01491578,0.01561282,0.01662816,0.0103598,0.0099145,0.00733889,-0.00273654,0.00323424,-0.00399752
170.4,0.01253629,0.02470111,0.02488754,0.01039211,0.01212771,0.01675783,0.00788247,0.00523144,0.01310767,-0.00430155,0.00243226,-0.00192667
170.6,0.01478663,0.02431934,0.02592743,0.01230951,0.01326446,0.01766496,0.00508244,0.00470082,0.00908003,-0.00318682,-0.00237822,-0.00440077
170.8,0.00785247,0.02189454,0.02478862,0.01518534,0.0117713,0.0164658,0.00980929,0.00751761,0.0047319,-0.00347138,-0.00285765,-0.00041465
171,0.01170924,0.02301251,0.0266212,0.00765131,0.01203836,0.01440339,0.00912539,0.00869502,0.00601924,-0.00685227,-0.00394001,-0.00319297
171.2,0.01133224,0.02369451,0.02340869,0.01258959,0.01382531,0.01386263,0.0065727,0.00858645,0.01042915,-0.00473929,-0.00358957,0.00070386
171.4,0.01638311,0.02506631,0.02765328,0.01466946,0.01338462,0.02192642,0.01173306,0.00841928,0.01289842,-0.00067905,-0.00153398,-0.00254993
171.6,0.01786855,0.02740478,0.0216027,0.00987904,0.01444269,0.01750039,0.00587318,0.00442229,0.00976146,-0.00434447,-0.00079843,-0.00703283
171.8,0.00947887,0.0208533,0.02481807,0.01448564,0.01285811,0.02104311,0.00530217,0.00530804,0.01038114,-0.0033122,-0.00271412,-0.00005452
172,0.01301858,0.02797978,0.0249002,0.01351739,0.01209499,0.01622538,0.00722233,0.00722055,0.00737679,-0.002139,0.0010024,-0.00129242
172.2,0.01902205,0.02507224,0.02691261,0.01345353,0.01283137,0.01834022,0.0087356,0.00785665,0.01594836,-0.00588653,-0.00044265,-0.00340466
172.4,0.00997198,0.0251553,0.02622769,0.01202057,0.01275141,0.01875954,0.00626046,0.00486551,0.0091739,-0.00481352,0.0007532,-0.00272579
172.6,0.01538369,0.0256459,0.02859432,0.01024972,0.01468153,0.01625197,0.00615022,0.00450165,0.01465395,-0.00567198,0.00005743,-0.00119929
172.8,0.0129191,0.02796282,0.02767626,0.01091494,0.01100529,0.01407762,0.00726814,0.01057566,0.00979087,-0.00683803,0.00068736,-0.00048055
173,0.0123286,0.02857213,0.0285486,0.01360337,0.01621289,0.01830335,0.00241584,0.00756959,0.00837973,-0.00164756,0.00152022,-0.00268294
173.2,0.014469,0.0258374,0.03175699,0.01118819,0.01349587,0.01496373,0.01054827,0.00402133,0.01598245,-0.00602195,0.00194839,-0.00065203
173.4,0.0150896,0.02237632,0.02940715,0.01183931,0.01407479,0.01845481,0.00865845,0.00805087,0.01033637,-0.00652832,-0.00216591,-0.00521888
173.6,0.01271585,0.02425562,0.02649207,0.01693283,0.01199867,0.01953833,0.01203448,0.00236801,0.01021076,-0.0019559,-0.00064844,-0.00377343
173.8,0.01282281,0.02369659,0.02288426,0.01043625,0.01180006,0.01840989,0.00623254,0.00734065,0.00826887,-0.00545559,-0.00095313,0.00026722
174,0.01429623,0.02281757,0.02828992,0.01691909,0.01371886,0.01819636,0.00765417,0.00635479,0.01154754,-0.0070757,0.00267014,0.00144296
174.2,0.0182012,0.02585646,0.02994219,0.01365669,0.01614816,0.01230379,0.01051108,0.00625438,0.01324213,-0.00375325,-0.00149122,-0.00403754
174.4,0.01642782,0.0268655,0.02682412,0.01083918,0.01172675,0.01870509,0.00773484,0.00797839,0.01192463,-0.00126401,0.00040207,-0.00183515
174.6,0.01199716,0.02231058,0.02732152,0.01424383,0.01501836,0.01486619,0.00699092,0.00894398,0.00817755,-0.00730887,-0.00422561,-0.0017869
174.8,0.01475033,0.02494167,0.02988852,0.01360531,0.01348273,0.02028315,0.00735221,0.00997464,0.01103479,-0.0085941,0.00043384,-0.0081125
175,0.01205486,0.02094056,0.02678401,0.00908787,0.01082818,0.01176606,0.00707943,0.00872234,0.01616449,-0.00562603,-0.00139016,-0.00141461
175.2,0.01643974,0.02501916,0.03038318,0.01374821,0.0117595,0.01950683,0.00910775,0.00905771,0.01157335,-0.00399241,0.00118992,-0.00159706
175.4,0.01324642,0.02908578,0.02937109,0.01375534,0.01481889,0.01224433,0.00844023,0.00928659,0.00836501,-0.00200689,0.00160662,-0.00363372
175.6,0.0145374,0.02061822,0.02806137,0.01232006,0.01652564,0.01567821,0.01023466,0.00752921,0.01307923,-0.00492361,-0.00108072,-0.00170331
175.8,0.01321173,0.0250346,0.02688614,0.00834678,0.01206068,0.01356368,0.00838784,0.01215289,0.0111928,-0.00346619,-0.00131803,-0.00099812
176,0.0150114,0.02525585,0.02521659,0.01244016,0.01516448,0.01657422,0.00740448,0.00775791,0.01069817,-0.00087017,0.00229061,-0.00330509
176.2,0.01066378,0.02942439,0.02791539,0.01476447,0.01236124,0.01487403,0.00837059,0.00703345,0.01181588,-0.00381974,0.00096539,-0.00403304
176.4,0.01504615,0.02432739,0.02865694,0.01097654,0.01513083,0.01330631,0.00537053,0.00690097,0.00996924,-0.00138176,-0.00012973,0.00120516
176.6,0.01861864,0.02762627,0.02996085,0.01484971,0.01022531,0.01628022,0.00919873,0.00608722,0.01053486,-0.00295207,0.00257671,-0.00371994
176.8,0.01413703,0.02467,0.0261907,0.01318563,0.0178108,0.01669721,0.00681407,0.00892354,0.01099438,-0.0014593,0.0001759,-0.00137277
177,0.01289037,0.02395483,0.02906371,0.01213984,0.01452516,0.01690839,0.00279091,0.00204761,0.01367388,-0.0028992,-0.00226029,-0.00309346
177.2,0.01133332,0.02980488,0.0263061,0.00986685,0.01404838,0.01694976,0.00769085,0.0088271,0.00959304,-0.00547633,0.00105474,-0.00029372
177.4,0.01403222,0.02207341,0.02657015,0.01256676,0.01797689,0.01616959,0.00534038,0.00699438,0.01240009,-0.00252396,0.00278882,-0.00454096
177.6,0.01787076,0.02517419,0.02826632,0.01322754,0.01378725,0.02119582,0.00808314,0.00639395,0.01132471,-0.00403556,-0.00316023,-0.00223561
177.8,0.01142541,0.02333676,0.02776746,0.01307683,0.01233525,0.01866363,0.00675944,0.0045851,0.01098511,-0.0046553,-0.00286305,-0.00187375
178,0.0165419,0.02432319,0.02967412,0.01373361,0.0141284,0.01552354,0.00300068,0.00801814,0.01212484,-0.00104052,-0.0004138,-0.0050285
178.2,0.0114387,0.02790084,0.02913505,0.0105633,0.01599325,0.01574056,0.00663499,0.00506316,0.01194394,-0.00399626,0.00238958,-0.00196527
178.4,0.01345581,0.02440157,0.02809278,0.01479946,0.01840479,0.01953893,0.00907508,0.00617547,0.00978431,-0.00204265,-0.0016089,-0.00248025
178.6,0.01002473,0.02286958,0.02942572,0.00765125,0.01114084,0.0167415,0.00679202,0.01179911,0.00948707,-0.00182599,0.00122142,-0.00421448
178.8,0.01329097,0.0216112,0.02805681,0.0130841,0.01854796,0.01971145,0.00877462,0.00856955,0.01254827,-0.00198528,0.00553397,-0.00099964
179,0.0091866,0.02455907,0.02798665,0.01038332,0.01094548,0.01704018,0.00870357,0.00965715,0.01315678,-0.00420872,0.00029001,-0.00133116
179.2,0.01504967,0.02688479,0.0246006,0.0139911,0.01391129,0.01752629,0.00471688,0.00875787,0.00758443,-0.00773973,-0.0030764,-0.00665794
179.4,0.01050076,0.02331459,0.02425054,0.01297946,0.0188414,0.01823251,0.00448728,0.00692058,0.00977391,-0.00441617,0.00217903,0.00102838
179.6,0.01317528,0.02406721,0.02273331,0.00998999,0.01479737,0.01848634,0.00689173,0.00526328,0.01265926,-0.00446964,-0.00038743,-0.00096081
179.8,0.01767743,0.02858575,0.02364138,0.01549645,0.01148633,0.01487289,0.00589246,0.00791124,0.01088152,-0.00503457,0.00067845,-0.00367649
180,0.01582796,0.02142825,0.02828062,0.01353763,0.01536514,0.01930668,0.00697131,0.00530238,0.01164467,-0.00477669,-0.00242948,0.00172229
180.2,0.0111709,0.02771079,0.02485175,0.00964795,0.01609726,0.0124013,0.00368399,0.00813709,0.01261157,-0.00220818,0.00096885,-0.00520693
180.4,0.01269177,0.02716672,0.02586482,0.00985597,0.01582931,0.01400577,0.01086751,0.00588209,0.01038206,-0.00306171,-0.0030916,-0.00092189
180.6,0.01282597,0.02955588,0.02512283,0.01372896,0.01532544,0.0162404,0.00373102,0.00314561,0.01486156,-0.00576383,-0.00120186,-0.00312261
180.8,0.01602948,0.02396928,0.02499855,0.0097854,0.01378213,0.01497673,0.00804151,0.0062165,0.01302693,-0.00059372,0.00421575,-0.00280653
181,0.01110691,0.02477389,0.02513427,0.01317312,0.01651074,0.01497467,0.00465188,0.00655828,0.01309705,-0.00349766,-0.00181076,-0.00142838
181.2,0.01293439,0.02768879,0.02719778,0.01262851,0.00987787,0.01734148,0.00728194,0.00612936,0.01440901,-0.00395769,0.00183106,-0.00317852
181.4,0.01262191,0.0262896,0.02737609,0.00767307,0.01343368,0.01464896,0.00678799,0.0091579,0.00824505,-0.00544399,-0.00014147,-0.00055601
181.6,0.01442528,0.02711957,0.02728671,0.01015045,0.01109488,0.02189975,0.0115212,0.00350595,0.0169535,-0.00681231,-0.00163838,-0.00282274
181.8,0.01295775,0.02604305,0.02387927,0.01332633,0.01272742,0.01447724,0.00996483,0.00934485,0.00992477,-0.00179836,0.00113023,0.00132106
182,0.01326874,0.0233027,0.02470202,0.01192652,0.01633392,0.01681085,0.00887869,0.0080045,0.01512641,-0.00560969,0.00408283,0.00015374
182.2,0.01772168,0.0257942,0.0228583,0.01135389,0.01350952,0.01659952,0.0080233,0.00382991,0.00943444,-0.00970263,-0.00232461,-0.00105043
182.4,0.01298785,0.02261781,0.0271493,0.01096104,0.01622157,0.0193307,0.00619505,0.00308151,0.01022745,-0.00428152,-0.00023299,-0.00026573
182.6,0.01372627,0.02435302,0.02674378,0.01183928,0.01814444,0.02031021,0.00931335,0.01000104,0.01082692,-0.00361943,0.00358743,-0.00247325
182.8,0.00960273,0.02429696,0.02199007,0.01065601,0.01630698,0.0182123,0.00361539,0.0078134,0.01301021,-0.00169868,-0.00133949,-0.00235422
183,0.01414842,0.02782281,0.02706302,0.01417462,0.01570545,0.0168127,0.00835342,0.00409181,0.01243028,-0.00263214,0.00041879,-0.00221641
183.2,0.01411209,0.02545889,0.02274314,0.01275767,0.01324011,0.01289262,0.00416902,0.00634054,0.00716046,-0.00534597,0.00097427,-0.00047533
183.4,0.01324174,0.02349611,0.02922759,0.01182087,0.01779137,0.01092155,0.0099904,0.0092966,0.01139006,-0.00387013,0.00018883,0.00064062
183.6,0.00926691,0.02791249,0.02846707,0.01366307,0.01831783,0.01519422,0.00949443,0.00844837,0.00999141,-0.00437245,0.00011295,0.00164937
183.8,0.01222459,0.02512287,0.02793518,0.01399837,0.01363231,0.0176114,0.00997321,0.00743658,0.01280159,-0.00665245,0.00201798,-0.00001301
184,0.01496208,0.02399548,0.02406362,0.01122932,0.01479114,0.01600747,0.00970361,0.00883416,0.0100863,-0.0045785,-0.00209099,-0.003078
184.2,0.01122257,0.02604037,0.02522883,0.01382117,0.00828902,0.01164563,0.00800527,0.00581805,0.01238349,-0.00376508,-0.00276056,-0.00337075
184.4,0.01712218,0.02687596,0.02539766,0.0110008,0.01511024,0.01980563,0.00782201,0.00730354,0.00999999,-0.00646428,-0.00058293,0.00158493
184.6,0.01144627,0.02705013,0.0244116,0.01571743,0.01545788,0.01425283,0.00761078,0.00841353,0.01376415,-0.00395122,-0.0002329,-0.00369029
184.8,0.0113025,0.02366232,0.02675534,0.00974713,0.01504056,0.01616286,0.00591616,0.00748379,0.00950534,-0.0079481,-0.00027462,-0.0024948
185,0.01899615,0.0254225,0.02419508,0.01349003,0.01494257,0.01484384,0.00821946,0.00837422,0.00970096,-0.00315497,0.00326154,-0.00323172
185.2,0.0102832,0.02537864,0.02450708,0.01419406,0.01122482,0.01557894,0.01388104,0.0056021,0.00984839,-0.00431907,0.00067461,-0.00423537
185.4,0.01351521,0.02312174,0.03003091,0.01000376,0.0177326,0.0177318,0.00897361,0.00703157,0.00917122,-0.00754541,-0.0002529,-0.00642563
185.6,0.01740638,0.02263155,0.02849496,0.01143609,0.01039727,0.01783197,0.00658137,0.00859276,0.00904286,-0.00829509,-0.00042656,-0.00162445
185.8,0.01352671,0.02506604,0.02673624,0.01485894,0.0132056,0.01870076,0.00498391,0.00947944,0.0109424,-0.00382546,-0.00151986,-0.00124459
186,0.01555145,0.02779605,0.03095142,0.01310624,0.0142812,0.02075447,0.00580857,0.00576384,0.00816,-0.00439185,-0.00140944,0.00028055
186.2,0.01390866,0.02417283,0.02859694,0.01267941,0.01631887,0.0174268,0.01043645,0.00181908,0.01222611,0.00054142,-0.0005888,-0.00167902
186.4,0.01157588,0.02491569,0.02494258,0.01238204,0.00992803,0.01652284,0.0101316,0.00629429,0.01488912,-0.00175566,-0.00205424,-0.00090288
186.6,0.01248342,0.02286401,0.02479673,0.01125444,0.01387162,0.01764868,0.00934709,0.0057256,0.00709373,-0.0096111,0.00160095,-0.00194315
186.8,0.01345956,0.02159943,0.0268606,0.01335497,0.01488732,0.02028202,0.00494487,0.00950328,0.00765959,-0.00414628,-0.00325358,-0.0009077
187,0.01016295,0.02455359,0.0244332,0.01266907,0.015902,0.01536115,0.00818182,0.0063924,0.01147819,-0.00474823,-0.0014683,-0.00127692
187.2,0.01429886,0.0222952,0.02551959,0.01398201,0.01526351,0.01497699,0.00437767,0.00421477,0.00971088,-0.00308916,-0.00075745,-0.00201388
187.4,0.0117856,0.02490925,0.02244166,0.01304124,0.0173857,0.01800116,0.00872386,0.00984851,0.00858674,-0.00568697,-0.00006538,-0.00116695
187.6,0.01123148,0.02469706,0.02290187,0.01307966,0.01378126,0.01557215,0.00358433,0.00777332,0.01102227,-0.00088465,-0.00017103,-0.00245006
187.8,0.01338333,0.02768635,0.02605329,0.00913127,0.01804919,0.0164289,0.00784705,0.00274683,0.01093543,-0.00251514,0.0033336,-0.00573839
188,0.01208162,0.02380916,0.02683598,0.01080598,0.0142615,0.02111052,0.00233258,0.0052963,0.00893048,-0.00382859,-0.003553,-0.00077046
188.2,0.01559115,0.02372416,0.02529938,0.01394509,0.01485435,0.01458712,0.00914121,0.00647564,0.00976828,-0.00707191,0.00046245,0.00067692
188.4,0.01285184,0.0226089,0.02267028,0.01066558,0.01802288,0.01506241,0.00683794,0.00504664,0.01225835,-0.00176257,0.00177217,0.00185774
188.6,0.01189873,0.02241611,0.02911121,0.01129521,0.0195585,0.01439877,0.00702406,0.00772724,0.0120422,-0.00313276,0.00010902,-0.00039829
188.8,0.01605502,0.02863916,0.02963699,0.01265196,0.01757808,0.01618146,0.00548933,0.00875715,0.01049206,-0.0024449,0.00217078,-0.0022261
189,0.01445037,0.02346238,0.0250913,0.01234724,0.01309539,0.01875167,0.00635124,0.00620178,0.0146333,-0.00157559,-0.00226533,-0.00467051
189.2,0.01452246,0.02668177,0.02763755,0.01204516,0.01279197,0.01473828,0.00538675,0.00905318,0.00757182,-0.00328735,-0.00081884,-0.00179364
189.4,0.01148176,0.02802383,0.03017897,0.01049255,0.01546113,0.01477979,0.00920007,0.00730906,0.01556978,-0.00623462,0.00350956,-0.0034246
189.6,0.01439324,0.02412932,0.0251335,0.01510815,0.01566972,0.0182253,0.00498802,0.00739596,0.00834853,-0.00601757,0.00137771,-0.00545059
189.8,0.01226631,0.02363636,0.03170753,0.01392056,0.01598562,0.01894914,0.00680492,0.00743932,0.01188589,-0.00569645,0.00157419,0.00153862
190,0.00924859,0.02098765,0.02968297,0.00970472,0.01580013,0.01418384,0.00518415,0.00498513,0.00806368,-0.00192285,-0.00026527,0.00153451
190.2,0.01118639,0.02309912,0.02686945,0.01127358,0.01734902,0.01605521,0.00512425,0.00479097,0.010618,-0.00924549,0.00207177,-0.00212194
190.4,0.01256284,0.02756276,0.0278149,0.00992449,0.01207368,0.01721056,0.00643042,0.00868566,0.01427928,-0.00425723,-0.00012803,-0.00059681
190.6,0.01267332,0.02462082,0.02463377,0.00782277,0.01174755,0.01437844,0.00690631,0.0093836,0.01096103,-0.00363857,0.00125471,-0.00284247
190.8,0.00933921,0.02239954,0.0281964,0.01185192,0.01106523,0.01430388,0.00763632,0.00838653,0.01352355,-0.00571546,-0.00154131,0.00078105
191,0.01174417,0.02592956,0.02722523,0.01498841,0.01724301,0.01530622,0.00489775,0.01176695,0.01024455,-0.0071902,0.0007281,0.00068541
191.2,0.01249343,0.02863731,0.02615503,0.00985141,0.01521073,0.01830109,0.00670249,0.00762261,0.01430488,-0.00747216,0.00161949,-0.00354542
191.4,0.01281095,0.02739911,0.02582518,0.01340853,0.01256974,0.01205666,0.00841499,0.01159997,0.01530636,-0.00391543,-0.00020673,-0.00348545
191.6,0.01389688,0.02493124,0.03325099,0.01535384,0.01113365,0.01501943,0.00407789,0.00661416,0.01081673,-0.00331295,0.00238169,0.00002654
191.8,0.01512471,0.02702888,0.02542094,0.01185708,0.01382477,0.019538,0.00876478,0.01058353,0.01277671,-0.00321183,0.0001705,-0.00291987
192,0.01587457,0.01918184,0.02550197,0.01010622,0.01556371,0.02139591,0.00823814,0.00655902,0.00983292,-0.0071134,-0.00135654,-0.00334184
192.2,0.01053959,0.02612572,0.02994663,0.01449476,0.01125718,0.01936554,0.01186926,0.00519315,0.00975937,-0.00687054,-0.00081205,-0.0053577
192.4,0.01546157,0.02121421,0.02758623,0.01195152,0.01414419,0.0189084,0.01093397,0.00462199,0.01006657,-0.00299376,-0.00053224,-0.00396894
192.6,0.01131648,0.02388181,0.02570314,0.01701979,0.01331727,0.01695328,0.00874961,0.00409321,0.01149387,-0.00359613,0.0016352,-0.00541495
192.8,0.00978857,0.02171557,0.03134949,0.01127167,0.01285611,0.01389231,0.0075914,0.00606529,0.01329971,-0.00371722,-0.00574633,-0.00063334
193,0.01239887,0.02380835,0.02542359,0.01301066,0.01740207,0.01743733,0.00722704,0.00966952,0.0091272,0.00005799,-0.00107941,-0.00348656
193.2,0.01511181,0.02006658,0.029856,0.01051523,0.01335563,0.01348244,0.00448681,0.00645403,0.00999609,-0.0051975,-0.00152087,-0.00270323
193.4,0.01533005,0.02573987,0.02272624,0.01097925,0.01356248,0.01465173,0.00956968,0.00700478,0.01335696,-0.00299952,0.00699228,0.00004898
193.6,0.01030791,0.02486395,0.0237783,0.01463996,0.01111503,0.01817976,0.00237534,0.00890947,0.01184875,-0.00898826,0.00216073,-0.00306545
193.8,0.01195604,0.0213673,0.02400757,0.0100158,0.01506145,0.01542203,0.00813649,0.0088338,0.00937686,-0.00514868,0.00130225,-0.00314541
194,0.01180357,0.02536885,0.02882737,0.01472275,0.01388637,0.01954736,0.0092553,0.00913514,0.01550922,-0.00329587,-0.00133675,-0.00267736
194.2,0.01100922,0.02429952,0.0322235,0.00933497,0.01324366,0.01890396,0.0054555,0.00796694,0.01042283,0.00195244,-0.00158086,-0.00517596
194.4,0.01246056,0.022897,0.02542729,0.01224567,0.0184489,0.01952915,0.00088102,0.00509612,0.0083133,-0.00422666,0.00192488,-0.00147979
194.6,0.013401,0.02418225,0.0294785,0.01109637,0.01315181,0.01733537,0.0088884,0.00946812,0.01253578,-0.00518051,-0.00354403,-0.00528584
194.8,0.01290843,0.02543201,0.03219525,0.01122446,0.0142181,0.01828681,0.00289247,0.00942809,0.01113648,-0.00461906,-0.00090685,-0.00153221
195,0.01445624,0.02313446,0.02616865,0.01248614,0.01360939,0.01693,0.00503758,0.00726158,0.01019308,-0.00343102,-0.00027245,-0.00446088
195.2,0.01498255,0.02253055,0.02458621,0.00705878,0.01439042,0.01716797,0.00658149,0.00227938,0.01184243,-0.00436655,-0.00113469,-0.0015258
195.4,0.01266292,0.0263934,0.02461461,0.01148619,0.01416887,0.0148582,0.00563637,0.00714091,0.00649536,-0.00254187,-0.00146937,0.00050773
195.6,0.01279789,0.02603318,0.02413676,0.0119497,0.01388313,0.01607017,0.0049654,0.01120994,0.01187483,-0.00547251,-0.00156644,-0.00500642
195.8,0.00979126,0.02764665,0.02326847,0.01314555,0.0136327,0.01864262,0.00796322,0.00717408,0.0089663,-0.00723571,0.00216565,-0.00069253
196,0.0147363,0.02477389,0.02582253,0.00820972,0.0183108,0.01701151,0.00389243,0.0077209,0.01171402,-0.00239572,-0.00057676,-0.00701772
196.2,0.01242468,0.022269,0.02597941,0.00950156,0.01225511,0.01517294,0.0033148,0.00763921,0.01253289,-0.00354207,0.00253705,-0.00537585
196.4,0.01487631,0.02461495,0.0297781,0.0106294,0.01698558,0.02078547,0.00820247,0.00874455,0.0085398,-0.00021953,-0.00241345,-0.00381191
196.6,0.01034895,0.02466576,0.02548135,0.01313813,0.01512761,0.01583474,0.00982986,0.0048689,0.00931877,0.00001871,0.00183863,-0.00199593
196.8,0.0130297,0.02529888,0.03175799,0.009468,0.01227887,0.01518916,0.00375701,0.00926993,0.00910682,-0.00649736,0.0011932,-0.00300766
197,0.0106042,0.02229979,0.02258355,0.00759302,0.00785358,0.01767199,0.01194123,0.00431544,0.01122719,-0.00181961,0.00018633,-0.00252546
197.2,0.01384547,0.02426534,0.02201939,0.01189135,0.01441939,0.0163611,0.00784523,0.00896532,0.00567887,-0.0045892,0.00207177,-0.00196065
197.4,0.01006314,0.02601059,0.0282364,0.01467757,0.01421483,0.01900421,0.01205639,0.00551764,0.0125815,-0.00121463,-0.00154382,-0.00174586
197.6,0.01122525,0.02613165,0.02374873,0.01355518,0.01457743,0.01844163,0.00601069,0.00646974,0.00941235,-0.00770095,-0.00155279,-0.00167791
197.8,0.01034954,0.02264725,0.02406905,0.01382409,0.0168835,0.02146264,0.0090702,0.00377736,0.00947032,-0.00367111,0.00195471,-0.00569908
198,0.01519022,0.02448293,0.02740288,0.00914718,0.01502861,0.01368176,0.00843675,0.00826604,0.00991485,-0.00447968,0.00327826,-0.00434328
198.2,0.01032105,0.02394005,0.03152458,0.01019387,0.0138504,0.01407991,0.00841609,0.00788409,0.01123387,-0.00283525,-0.00080892,-0.00331123
198.4,0.01320356,0.02572682,0.02817208,0.01074214,0.01540626,0.0146036,0.00654409,0.00241,0.0114449,-0.00323186,0.00065875,-0.00560568
198.6,0.01504758,0.02260487,0.02886481,0.00855483,0.01171548,0.01710494,0.00897519,0.00542925,0.01134932,-0.00366077,0.00420234,-0.00112818
198.8,0.01608083,0.02419393,0.03144339,0.00829409,0.01338927,0.02137791,0.00744221,0.00498263,0.01142261,-0.00151348,0.00117675,-0.00478218
199,0.01539341,0.02247658,0.02361289,0.01292474,0.01946421,0.0171615,0.00709639,0.00400553,0.01374773,-0.00503069,0.00442869,-0.00299136
199.2,0.0166257,0.02681538,0.0267447,0.01488118,0.01121376,0.01811259,0.0053579,0.00826637,0.00877121,-0.00327856,0.00380123,0.00069521
199.4,0.0122703,0.02327698,0.02648801,0.00979094,0.01845179,0.01783131,0.00267351,0.00556231,0.01268024,-0.00402749,0.00031966,-0.00538577
199.6,0.0144999,0.027642,0.02460489,0.01429309,0.01653917,0.01254429,0.00717545,0.00598029,0.0126006,-0.00653917,0.00164199,-0.00358559
199.8,0.01356244,0.02222805,0.02786738,0.00956093,0.01273207,0.01555885,0.00678942,0.00824279,0.01269496,-0.00676584,-0.00415128,-0.00397472
200,0.01522899,0.02606647,0.02588982,0.01348068,0.01436229,0.01206778,0.00860731,0.00229926,0.01050002,-0.00220293,0.00004915,-0.00266717
200.2,0.01666767,0.02397566,0.02622831,0.00898598,0.01162646,0.01740478,0.00774924,0.00364719,0.01350755,-0.00388539,-0.00460264,-0.00309931
200.4,0.01481593,0.02667024,0.0287397,0.00967921,0.01400055,0.01418404,0.01025254,0.00795139,0.01368317,-0.0003438,0.00435064,-0.00374354
200.6,0.01048976,0.02360933,0.02393631,0.01599495,0.01598237,0.01416855,0.00494418,0.00840823,0.01240391,-0.00192455,0.00451526,-0.00316204
200.8,0.01146737,0.02306505,0.0266884,0.01149593,0.01213322,0.01521282,0.00720934,0.00901894,0.01046399,-0.00315255,0.00196705,-0.00643311
201,0.01037881,0.02685746,0.02513022,0.01170735,0.0103852,0.01729067,0.0036803,0.01100061,0.01059282,-0.00273276,-0.00086823,-0.00277381
201.2,0.01180583,0.02477702,0.0288528,0.01297174,0.01217614,0.0129628,0.01112262,0.00318814,0.0088721,-0.00712422,0.00081578,-0.00391026
201.4,0.00979263,0.0238102,0.02532721,0.01199908,0.01369737,0.01744525,0.01127959,0.00295854,0.01514721,-0.00344488,0.00277236,0.00059118
201.6,0.01391521,0.02426549,0.02664757,0.01622982,0.01580877,0.01963724,0.00806118,0.00687466,0.01301477,-0.0066841,0.0006242,-0.00264506
201.8,0.01520327,0.02560534,0.02680457,0.01257177,0.01366012,0.01321964,0.00464121,0.00628156,0.00659541,-0.00279472,-0.00014981,-0.00427247
202,0.0133327,0.02757855,0.02884439,0.01172806,0.01534576,0.01605444,0.00852264,0.00785554,0.01375053,-0.00475261,0.00049645,-0.00080143
202.2,0.01207671,0.02555557,0.02238948,0.01184149,0.01473133,0.01641603,0.00927273,0.00875134,0.00802288,-0.00656489,-0.00086948,0.00055026
202.4,0.01566336,0.02250396,0.02621911,0.01245771,0.01652939,0.01780595,0.00360215,0.00369129,0.01137352,-0.00413868,0.00166163,-0.00384496
202.6,0.01243025,0.02377301,0.02467275,0.0124125,0.01756839,0.01549532,0.00732086,0.00612844,0.01016194,-0.00367031,0.00316027,-0.0008512
202.8,0.01525271,0.02581148,0.02760682,0.01256277,0.01432551,0.01265727,0.00745053,0.00317911,0.01432711,-0.00290069,0.00256718,-0.00406544
